Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,100,33,2019-01-02
E,AT,Boston Celtics,47,35,0.573,98,2,2019-01-02
E,AT,Philadelphia 76ers,47,35,0.573,99,3,2019-01-02
E,AT,Brooklyn Nets,38,44,0.463,47,0,2019-01-02
E,AT,New York Knicks,28,54,0.341,0,0,2019-01-02
E,CE,Milwaukee Bucks,52,30,0.634,100,43,2019-01-02
E,CE,Indiana Pacers,50,32,0.61,99,16,2019-01-02
E,CE,Detroit Pistons,38,44,0.463,49,0,2019-01-02
E,CE,Chicago Bulls,29,53,0.354,0,0,2019-01-02
E,CE,Cleveland Cavaliers,27,55,0.329,0,0,2019-01-02
E,SE,Charlotte Hornets,42,40,0.512,83,0,2019-01-02
E,SE,Miami Heat,41,41,0.5,72,0,2019-01-02
E,SE,Orlando Magic,37,45,0.451,33,0,2019-01-02
E,SE,Washington Wizards,35,47,0.427,12,0,2019-01-02
E,SE,Atlanta Hawks,31,51,0.378,1,0,2019-01-02
W,NW,Denver Nuggets,50,32,0.61,97,37,2019-01-02
W,NW,Oklahoma City Thunder,48,34,0.585,95,21,2019-01-02
W,NW,Portland Trail Blazers,44,38,0.537,71,3,2019-01-02
W,NW,Utah Jazz,41,41,0.5,37,0,2019-01-02
W,NW,Minnesota Timberwolves,39,43,0.476,18,0,2019-01-02
W,PA,Golden State Warriors,48,34,0.585,96,24,2019-01-02
W,PA,Los Angeles Clippers,44,38,0.537,68,2,2019-01-02
W,PA,Los Angeles Lakers,44,38,0.537,69,2,2019-01-02
W,PA,Sacramento Kings,41,41,0.5,32,0,2019-01-02
W,PA,Phoenix Suns,28,54,0.341,0,0,2019-01-02
W,SW,Houston Rockets,44,38,0.537,73,3,2019-01-02
W,SW,San Antonio Spurs,44,38,0.537,67,2,2019-01-02
W,SW,Memphis Grizzlies,41,41,0.5,31,0,2019-01-02
W,SW,Dallas Mavericks,40,42,0.488,21,0,2019-01-02
W,SW,New Orleans Pelicans,39,43,0.476,18,0,2019-01-02
