Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,100,29,2019-02-23
E,AT,Boston Celtics,50,32,0.61,100,0,2019-02-23
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-02-23
E,AT,Brooklyn Nets,41,41,0.5,80,0,2019-02-23
E,AT,New York Knicks,21,61,0.256,0,0,2019-02-23
E,CE,Milwaukee Bucks,58,24,0.707,100,68,2019-02-23
E,CE,Indiana Pacers,51,31,0.622,100,0,2019-02-23
E,CE,Detroit Pistons,39,43,0.476,59,0,2019-02-23
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-02-23
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-02-23
E,SE,Charlotte Hornets,40,42,0.488,67,0,2019-02-23
E,SE,Miami Heat,38,44,0.463,47,0,2019-02-23
E,SE,Orlando Magic,38,44,0.463,36,0,2019-02-23
E,SE,Washington Wizards,35,47,0.427,7,0,2019-02-23
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-02-23
W,NW,Denver Nuggets,53,29,0.646,100,21,2019-02-23
W,NW,Oklahoma City Thunder,51,31,0.622,99,5,2019-02-23
W,NW,Portland Trail Blazers,47,35,0.573,97,0,2019-02-23
W,NW,Utah Jazz,45,37,0.549,85,0,2019-02-23
W,NW,Minnesota Timberwolves,40,42,0.488,11,0,2019-02-23
W,PA,Golden State Warriors,55,27,0.671,100,71,2019-02-23
W,PA,Los Angeles Clippers,44,38,0.537,77,0,2019-02-23
W,PA,Sacramento Kings,42,40,0.512,34,0,2019-02-23
W,PA,Los Angeles Lakers,41,41,0.5,19,0,2019-02-23
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-02-23
W,SW,Houston Rockets,45,37,0.549,88,0,2019-02-23
W,SW,San Antonio Spurs,44,38,0.537,79,0,2019-02-23
W,SW,Dallas Mavericks,38,44,0.463,3,0,2019-02-23
W,SW,New Orleans Pelicans,37,45,0.451,1,0,2019-02-23
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-02-23
