Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,100,45,2019-01-13
E,AT,Boston Celtics,47,35,0.573,99,2,2019-01-13
E,AT,Philadelphia 76ers,47,35,0.573,99,2,2019-01-13
E,AT,Brooklyn Nets,40,42,0.488,65,0,2019-01-13
E,AT,New York Knicks,28,54,0.341,0,0,2019-01-13
E,CE,Milwaukee Bucks,53,29,0.646,100,37,2019-01-13
E,CE,Indiana Pacers,50,32,0.61,99,11,2019-01-13
E,CE,Detroit Pistons,38,44,0.463,39,0,2019-01-13
E,CE,Chicago Bulls,27,55,0.329,0,0,2019-01-13
E,CE,Cleveland Cavaliers,24,58,0.293,0,0,2019-01-13
E,SE,Miami Heat,42,40,0.512,84,0,2019-01-13
E,SE,Charlotte Hornets,39,43,0.476,54,0,2019-01-13
E,SE,Orlando Magic,37,45,0.451,27,0,2019-01-13
E,SE,Washington Wizards,37,45,0.451,28,0,2019-01-13
E,SE,Atlanta Hawks,31,51,0.378,1,0,2019-01-13
W,NW,Denver Nuggets,50,32,0.61,98,39,2019-01-13
W,NW,Oklahoma City Thunder,47,35,0.573,92,12,2019-01-13
W,NW,Portland Trail Blazers,46,36,0.561,84,5,2019-01-13
W,NW,Utah Jazz,44,38,0.537,59,1,2019-01-13
W,NW,Minnesota Timberwolves,40,42,0.488,22,0,2019-01-13
W,PA,Golden State Warriors,49,33,0.598,97,31,2019-01-13
W,PA,Los Angeles Clippers,44,38,0.537,70,2,2019-01-13
W,PA,Los Angeles Lakers,42,40,0.512,46,0,2019-01-13
W,PA,Sacramento Kings,41,41,0.5,27,0,2019-01-13
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-13
W,SW,Houston Rockets,45,37,0.549,76,3,2019-01-13
W,SW,San Antonio Spurs,45,37,0.549,76,2,2019-01-13
W,SW,Dallas Mavericks,40,42,0.488,18,0,2019-01-13
W,SW,New Orleans Pelicans,40,42,0.488,19,0,2019-01-13
W,SW,Memphis Grizzlies,38,44,0.463,8,0,2019-01-13
