Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,42,2018-12-18
E,AT,Boston Celtics,48,34,0.585,99,11,2018-12-18
E,AT,Philadelphia 76ers,46,36,0.561,97,2,2018-12-18
E,AT,Brooklyn Nets,38,44,0.463,38,0,2018-12-18
E,AT,New York Knicks,31,51,0.378,1,0,2018-12-18
E,CE,Milwaukee Bucks,50,32,0.61,99,27,2018-12-18
E,CE,Indiana Pacers,49,33,0.598,99,14,2018-12-18
E,CE,Detroit Pistons,40,42,0.488,65,0,2018-12-18
E,CE,Cleveland Cavaliers,29,53,0.354,0,0,2018-12-18
E,CE,Chicago Bulls,28,54,0.341,0,0,2018-12-18
E,SE,Charlotte Hornets,41,41,0.5,74,0,2018-12-18
E,SE,Miami Heat,39,43,0.476,48,0,2018-12-18
E,SE,Orlando Magic,39,43,0.476,51,0,2018-12-18
E,SE,Washington Wizards,36,46,0.439,23,0,2018-12-18
E,SE,Atlanta Hawks,28,54,0.341,0,0,2018-12-18
W,NW,Denver Nuggets,50,32,0.61,97,37,2018-12-18
W,NW,Oklahoma City Thunder,48,34,0.585,93,20,2018-12-18
W,NW,Portland Trail Blazers,44,38,0.537,65,2,2018-12-18
W,NW,Minnesota Timberwolves,40,42,0.488,25,0,2018-12-18
W,NW,Utah Jazz,40,42,0.488,27,0,2018-12-18
W,PA,Golden State Warriors,49,33,0.598,95,26,2018-12-18
W,PA,Los Angeles Lakers,45,37,0.549,75,4,2018-12-18
W,PA,Los Angeles Clippers,43,39,0.524,61,1,2018-12-18
W,PA,Sacramento Kings,42,40,0.512,44,0,2018-12-18
W,PA,Phoenix Suns,28,54,0.341,0,0,2018-12-18
W,SW,Dallas Mavericks,42,40,0.512,48,1,2018-12-18
W,SW,Memphis Grizzlies,42,40,0.512,45,0,2018-12-18
W,SW,Houston Rockets,41,41,0.5,40,0,2018-12-18
W,SW,New Orleans Pelicans,41,41,0.5,37,0,2018-12-18
W,SW,San Antonio Spurs,41,41,0.5,39,0,2018-12-18
