Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,43,2018-12-19
E,AT,Boston Celtics,48,34,0.585,99,11,2018-12-19
E,AT,Philadelphia 76ers,46,36,0.561,96,3,2018-12-19
E,AT,Brooklyn Nets,38,44,0.463,43,0,2018-12-19
E,AT,New York Knicks,31,51,0.378,1,0,2018-12-19
E,CE,Milwaukee Bucks,50,32,0.61,99,30,2018-12-19
E,CE,Indiana Pacers,48,34,0.585,99,11,2018-12-19
E,CE,Detroit Pistons,40,42,0.488,65,0,2018-12-19
E,CE,Cleveland Cavaliers,30,52,0.366,0,0,2018-12-19
E,CE,Chicago Bulls,28,54,0.341,0,0,2018-12-19
E,SE,Charlotte Hornets,41,41,0.5,73,0,2018-12-19
E,SE,Miami Heat,39,43,0.476,48,0,2018-12-19
E,SE,Orlando Magic,39,43,0.476,52,0,2018-12-19
E,SE,Washington Wizards,36,46,0.439,18,0,2018-12-19
E,SE,Atlanta Hawks,29,53,0.354,0,0,2018-12-19
W,NW,Denver Nuggets,50,32,0.61,98,41,2018-12-19
W,NW,Oklahoma City Thunder,48,34,0.585,94,20,2018-12-19
W,NW,Portland Trail Blazers,44,38,0.537,67,2,2018-12-19
W,NW,Minnesota Timberwolves,40,42,0.488,26,0,2018-12-19
W,NW,Utah Jazz,40,42,0.488,28,0,2018-12-19
W,PA,Golden State Warriors,49,33,0.598,96,26,2018-12-19
W,PA,Los Angeles Lakers,44,38,0.537,70,3,2018-12-19
W,PA,Los Angeles Clippers,43,39,0.524,62,2,2018-12-19
W,PA,Sacramento Kings,42,40,0.512,45,0,2018-12-19
W,PA,Phoenix Suns,28,54,0.341,0,0,2018-12-19
W,SW,Memphis Grizzlies,42,40,0.512,46,0,2018-12-19
W,SW,Dallas Mavericks,41,41,0.5,43,0,2018-12-19
W,SW,Houston Rockets,41,41,0.5,40,0,2018-12-19
W,SW,New Orleans Pelicans,41,41,0.5,39,0,2018-12-19
W,SW,San Antonio Spurs,41,41,0.5,40,0,2018-12-19
