Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,57,25,0.695,100,1.06,2019-04-03
E,AT,Philadelphia 76ers,52,30,0.634,100,0,2019-04-03
E,AT,Boston Celtics,48,34,0.585,100,0,2019-04-03
E,AT,Brooklyn Nets,41,41,0.5,80.92,0,2019-04-03
E,AT,New York Knicks,17,65,0.207,0,0,2019-04-03
E,CE,Milwaukee Bucks,60,22,0.732,100,98.94,2019-04-03
E,CE,Indiana Pacers,48,34,0.585,100,0,2019-04-03
E,CE,Detroit Pistons,42,40,0.512,93.82,0,2019-04-03
E,CE,Chicago Bulls,23,59,0.28,0,0,2019-04-03
E,CE,Cleveland Cavaliers,21,61,0.256,0,0,2019-04-03
E,SE,Miami Heat,40,42,0.488,65.63,0,2019-04-03
E,SE,Orlando Magic,40,42,0.488,57.53,0,2019-04-03
E,SE,Charlotte Hornets,37,45,0.451,2.1,0,2019-04-03
E,SE,Washington Wizards,34,48,0.415,0,0,2019-04-03
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-04-03
W,NW,Denver Nuggets,54,28,0.659,100,8.63,2019-04-03
W,NW,Portland Trail Blazers,52,30,0.634,100.00000000000001,0.26,2019-04-03
W,NW,Utah Jazz,50,32,0.61,100,0,2019-04-03
W,NW,Oklahoma City Thunder,47,35,0.573,100,0,2019-04-03
W,NW,Minnesota Timberwolves,36,46,0.439,0,0,2019-04-03
W,PA,Golden State Warriors,56,26,0.683,100,90.72,2019-04-03
W,PA,Los Angeles Clippers,49,33,0.598,100,0,2019-04-03
W,PA,Sacramento Kings,40,42,0.488,0,0,2019-04-03
W,PA,Los Angeles Lakers,37,45,0.451,0,0,2019-04-03
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-04-03
W,SW,Houston Rockets,52,30,0.634,100.00000000000001,0.39,2019-04-03
W,SW,San Antonio Spurs,47,35,0.573,100,0,2019-04-03
W,SW,Dallas Mavericks,34,48,0.415,0,0,2019-04-03
W,SW,New Orleans Pelicans,34,48,0.415,0,0,2019-04-03
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-04-03
