Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,100,1.36,2019-03-28
E,AT,Philadelphia 76ers,51,31,0.622,100,0,2019-03-28
E,AT,Boston Celtics,48,34,0.585,100,0,2019-03-28
E,AT,Brooklyn Nets,41,41,0.5,84.51,0,2019-03-28
E,AT,New York Knicks,18,64,0.22,0,0,2019-03-28
E,CE,Milwaukee Bucks,60,22,0.732,100,98.64,2019-03-28
E,CE,Indiana Pacers,49,33,0.598,100,0,2019-03-28
E,CE,Detroit Pistons,41,41,0.5,79.56,0,2019-03-28
E,CE,Chicago Bulls,24,58,0.293,0,0,2019-03-28
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-03-28
E,SE,Miami Heat,40,42,0.488,48.769999999999996,0,2019-03-28
E,SE,Orlando Magic,40,42,0.488,66.71,0,2019-03-28
E,SE,Charlotte Hornets,39,43,0.476,20.45,0,2019-03-28
E,SE,Washington Wizards,34,48,0.415,0,0,2019-03-28
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-03-28
W,NW,Denver Nuggets,55,27,0.671,100.00000000000001,35.27,2019-03-28
W,NW,Portland Trail Blazers,51,31,0.622,100,0.69,2019-03-28
W,NW,Utah Jazz,49,33,0.598,100,0,2019-03-28
W,NW,Oklahoma City Thunder,48,34,0.585,100,0,2019-03-28
W,NW,Minnesota Timberwolves,37,45,0.451,0,0,2019-03-28
W,PA,Golden State Warriors,55,27,0.671,100,63.92,2019-03-28
W,PA,Los Angeles Clippers,49,33,0.598,100,0,2019-03-28
W,PA,Sacramento Kings,41,41,0.5,0.27,0,2019-03-28
W,PA,Los Angeles Lakers,36,46,0.439,0,0,2019-03-28
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-03-28
W,SW,Houston Rockets,51,31,0.622,100,0.12,2019-03-28
W,SW,San Antonio Spurs,47,35,0.573,99.72999999999999,0,2019-03-28
W,SW,New Orleans Pelicans,34,48,0.415,0,0,2019-03-28
W,SW,Dallas Mavericks,33,49,0.402,0,0,2019-03-28
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-03-28
