Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,31,2019-01-06
E,AT,Boston Celtics,48,34,0.585,99,4,2019-01-06
E,AT,Philadelphia 76ers,48,34,0.585,99,5,2019-01-06
E,AT,Brooklyn Nets,40,42,0.488,59,0,2019-01-06
E,AT,New York Knicks,29,53,0.354,0,0,2019-01-06
E,CE,Milwaukee Bucks,52,30,0.634,99,39,2019-01-06
E,CE,Indiana Pacers,50,32,0.61,99,19,2019-01-06
E,CE,Detroit Pistons,39,43,0.476,47,0,2019-01-06
E,CE,Chicago Bulls,28,54,0.341,0,0,2019-01-06
E,CE,Cleveland Cavaliers,25,57,0.305,0,0,2019-01-06
E,SE,Miami Heat,42,40,0.512,81,0,2019-01-06
E,SE,Charlotte Hornets,40,42,0.488,67,0,2019-01-06
E,SE,Orlando Magic,37,45,0.451,32,0,2019-01-06
E,SE,Washington Wizards,35,47,0.427,11,0,2019-01-06
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-06
W,NW,Denver Nuggets,50,32,0.61,99,42,2019-01-06
W,NW,Oklahoma City Thunder,49,33,0.598,97,26,2019-01-06
W,NW,Portland Trail Blazers,44,38,0.537,73,2,2019-01-06
W,NW,Utah Jazz,43,39,0.524,52,0,2019-01-06
W,NW,Minnesota Timberwolves,39,43,0.476,18,0,2019-01-06
W,PA,Golden State Warriors,48,34,0.585,96,18,2019-01-06
W,PA,Los Angeles Clippers,45,37,0.549,74,2,2019-01-06
W,PA,Los Angeles Lakers,43,39,0.524,54,0,2019-01-06
W,PA,Sacramento Kings,40,42,0.488,23,0,2019-01-06
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-06
W,SW,San Antonio Spurs,45,37,0.549,80,3,2019-01-06
W,SW,Houston Rockets,44,38,0.537,74,2,2019-01-06
W,SW,Dallas Mavericks,40,42,0.488,19,0,2019-01-06
W,SW,New Orleans Pelicans,40,42,0.488,20,0,2019-01-06
W,SW,Memphis Grizzlies,39,43,0.476,14,0,2019-01-06
