Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,99,57,2018-12-14
E,AT,Boston Celtics,48,34,0.585,99,10,2018-12-14
E,AT,Philadelphia 76ers,46,36,0.561,98,4,2018-12-14
E,AT,Brooklyn Nets,37,45,0.451,27,0,2018-12-14
E,AT,New York Knicks,32,50,0.39,3,0,2018-12-14
E,CE,Milwaukee Bucks,50,32,0.61,99,18,2018-12-14
E,CE,Indiana Pacers,48,34,0.585,98,7,2018-12-14
E,CE,Detroit Pistons,40,42,0.488,67,0,2018-12-14
E,CE,Cleveland Cavaliers,30,52,0.366,1,0,2018-12-14
E,CE,Chicago Bulls,28,54,0.341,0,0,2018-12-14
E,SE,Charlotte Hornets,43,39,0.524,88,0,2018-12-14
E,SE,Orlando Magic,39,43,0.476,51,0,2018-12-14
E,SE,Miami Heat,38,44,0.463,38,0,2018-12-14
E,SE,Washington Wizards,36,46,0.439,23,0,2018-12-14
E,SE,Atlanta Hawks,29,53,0.354,0,0,2018-12-14
W,NW,Denver Nuggets,48,34,0.585,94,31,2018-12-14
W,NW,Oklahoma City Thunder,48,34,0.585,91,23,2018-12-14
W,NW,Portland Trail Blazers,42,40,0.512,50,1,2018-12-14
W,NW,Utah Jazz,41,41,0.5,37,0,2018-12-14
W,NW,Minnesota Timberwolves,40,42,0.488,22,0,2018-12-14
W,PA,Golden State Warriors,48,34,0.585,92,21,2018-12-14
W,PA,Los Angeles Clippers,44,38,0.537,68,5,2018-12-14
W,PA,Los Angeles Lakers,44,38,0.537,71,5,2018-12-14
W,PA,Sacramento Kings,42,40,0.512,49,1,2018-12-14
W,PA,Phoenix Suns,27,55,0.329,0,0,2018-12-14
W,SW,Memphis Grizzlies,44,38,0.537,64,4,2018-12-14
W,SW,Dallas Mavericks,43,39,0.524,53,2,2018-12-14
W,SW,New Orleans Pelicans,42,40,0.512,43,1,2018-12-14
W,SW,San Antonio Spurs,41,41,0.5,33,0,2018-12-14
W,SW,Houston Rockets,40,42,0.488,26,0,2018-12-14
