Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,99,36,2019-01-11
E,AT,Boston Celtics,48,34,0.585,99,4,2019-01-11
E,AT,Philadelphia 76ers,48,34,0.585,99,3,2019-01-11
E,AT,Brooklyn Nets,40,42,0.488,73,0,2019-01-11
E,AT,New York Knicks,28,54,0.341,0,0,2019-01-11
E,CE,Milwaukee Bucks,53,29,0.646,100,46,2019-01-11
E,CE,Indiana Pacers,49,33,0.598,99,9,2019-01-11
E,CE,Detroit Pistons,37,45,0.451,31,0,2019-01-11
E,CE,Chicago Bulls,27,55,0.329,0,0,2019-01-11
E,CE,Cleveland Cavaliers,25,57,0.305,0,0,2019-01-11
E,SE,Miami Heat,41,41,0.5,80,0,2019-01-11
E,SE,Charlotte Hornets,40,42,0.488,70,0,2019-01-11
E,SE,Orlando Magic,36,46,0.439,22,0,2019-01-11
E,SE,Washington Wizards,36,46,0.439,21,0,2019-01-11
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-11
W,NW,Denver Nuggets,51,31,0.622,99,50,2019-01-11
W,NW,Oklahoma City Thunder,47,35,0.573,90,9,2019-01-11
W,NW,Portland Trail Blazers,45,37,0.549,78,3,2019-01-11
W,NW,Utah Jazz,43,39,0.524,47,0,2019-01-11
W,NW,Minnesota Timberwolves,41,41,0.5,25,0,2019-01-11
W,PA,Golden State Warriors,49,33,0.598,96,23,2019-01-11
W,PA,Los Angeles Clippers,45,37,0.549,75,3,2019-01-11
W,PA,Los Angeles Lakers,43,39,0.524,55,0,2019-01-11
W,PA,Sacramento Kings,40,42,0.488,24,0,2019-01-11
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-11
W,SW,Houston Rockets,45,37,0.549,71,2,2019-01-11
W,SW,San Antonio Spurs,45,37,0.549,81,3,2019-01-11
W,SW,New Orleans Pelicans,41,41,0.5,26,0,2019-01-11
W,SW,Dallas Mavericks,39,43,0.476,15,0,2019-01-11
W,SW,Memphis Grizzlies,39,43,0.476,11,0,2019-01-11
