Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,57,25,0.695,100,0,2019-04-07
E,AT,Philadelphia 76ers,51,31,0.622,100,0,2019-04-07
E,AT,Boston Celtics,49,33,0.598,100,0,2019-04-07
E,AT,Brooklyn Nets,41,41,0.5,90.69999999999999,0,2019-04-07
E,AT,New York Knicks,16,66,0.195,0,0,2019-04-07
E,CE,Milwaukee Bucks,60,22,0.732,100,100,2019-04-07
E,CE,Indiana Pacers,48,34,0.585,100,0,2019-04-07
E,CE,Detroit Pistons,41,41,0.5,83.72,0,2019-04-07
E,CE,Chicago Bulls,23,59,0.28,0,0,2019-04-07
E,CE,Cleveland Cavaliers,20,62,0.244,0,0,2019-04-07
E,SE,Orlando Magic,41,41,0.5,93.02000000000001,0,2019-04-07
E,SE,Miami Heat,39,43,0.476,25.13,0,2019-04-07
E,SE,Charlotte Hornets,38,44,0.463,7.43,0,2019-04-07
E,SE,Washington Wizards,33,49,0.402,0,0,2019-04-07
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-04-07
W,NW,Denver Nuggets,55,27,0.671,100,4.73,2019-04-07
W,NW,Portland Trail Blazers,52,30,0.634,100,0,2019-04-07
W,NW,Utah Jazz,51,31,0.622,100.00000000000001,0,2019-04-07
W,NW,Oklahoma City Thunder,47,35,0.573,100,0,2019-04-07
W,NW,Minnesota Timberwolves,37,45,0.451,0,0,2019-04-07
W,PA,Golden State Warriors,57,25,0.695,100,95.27,2019-04-07
W,PA,Los Angeles Clippers,48,34,0.585,100,0,2019-04-07
W,PA,Sacramento Kings,40,42,0.488,0,0,2019-04-07
W,PA,Los Angeles Lakers,37,45,0.451,0,0,2019-04-07
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-04-07
W,SW,Houston Rockets,53,29,0.646,100,0,2019-04-07
W,SW,San Antonio Spurs,47,35,0.573,100,0,2019-04-07
W,SW,Dallas Mavericks,33,49,0.402,0,0,2019-04-07
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-04-07
W,SW,New Orleans Pelicans,33,49,0.402,0,0,2019-04-07
