Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,58,24,0.707,100,2.58,2019-04-04
E,AT,Philadelphia 76ers,51,31,0.622,99.99999999999999,0,2019-04-04
E,AT,Boston Celtics,49,33,0.598,100,0,2019-04-04
E,AT,Brooklyn Nets,40,42,0.488,72.16,0,2019-04-04
E,AT,New York Knicks,17,65,0.207,0,0,2019-04-04
E,CE,Milwaukee Bucks,60,22,0.732,100,97.42,2019-04-04
E,CE,Indiana Pacers,49,33,0.598,100,0,2019-04-04
E,CE,Detroit Pistons,41,41,0.5,90.65,0,2019-04-04
E,CE,Chicago Bulls,23,59,0.28,0,0,2019-04-04
E,CE,Cleveland Cavaliers,21,61,0.256,0,0,2019-04-04
E,SE,Miami Heat,40,42,0.488,52.32,0,2019-04-04
E,SE,Orlando Magic,40,42,0.488,80.33,0,2019-04-04
E,SE,Charlotte Hornets,38,44,0.463,4.54,0,2019-04-04
E,SE,Washington Wizards,34,48,0.415,0,0,2019-04-04
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-04-04
W,NW,Denver Nuggets,54,28,0.659,100,12.71,2019-04-04
W,NW,Portland Trail Blazers,52,30,0.634,100,0.47,2019-04-04
W,NW,Utah Jazz,50,32,0.61,100,0,2019-04-04
W,NW,Oklahoma City Thunder,47,35,0.573,100,0,2019-04-04
W,NW,Minnesota Timberwolves,37,45,0.451,0,0,2019-04-04
W,PA,Golden State Warriors,56,26,0.683,100,86.29,2019-04-04
W,PA,Los Angeles Clippers,48,34,0.585,100,0,2019-04-04
W,PA,Sacramento Kings,40,42,0.488,0,0,2019-04-04
W,PA,Los Angeles Lakers,37,45,0.451,0,0,2019-04-04
W,PA,Phoenix Suns,19,63,0.232,0,0,2019-04-04
W,SW,Houston Rockets,53,29,0.646,100,0.53,2019-04-04
W,SW,San Antonio Spurs,47,35,0.573,100,0,2019-04-04
W,SW,Dallas Mavericks,33,49,0.402,0,0,2019-04-04
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-04-04
W,SW,New Orleans Pelicans,33,49,0.402,0,0,2019-04-04
