Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,43,2018-12-11
E,AT,Boston Celtics,48,34,0.585,99,10,2018-12-11
E,AT,Philadelphia 76ers,47,35,0.573,99,7,2018-12-11
E,AT,Brooklyn Nets,36,46,0.439,22,0,2018-12-11
E,AT,New York Knicks,32,50,0.39,3,0,2018-12-11
E,CE,Milwaukee Bucks,50,32,0.61,99,30,2018-12-11
E,CE,Indiana Pacers,47,35,0.573,98,7,2018-12-11
E,CE,Detroit Pistons,41,41,0.5,70,0,2018-12-11
E,CE,Cleveland Cavaliers,30,52,0.366,0,0,2018-12-11
E,CE,Chicago Bulls,28,54,0.341,0,0,2018-12-11
E,SE,Charlotte Hornets,43,39,0.524,86,0,2018-12-11
E,SE,Miami Heat,38,44,0.463,48,0,2018-12-11
E,SE,Orlando Magic,38,44,0.463,43,0,2018-12-11
E,SE,Washington Wizards,36,46,0.439,26,0,2018-12-11
E,SE,Atlanta Hawks,30,52,0.366,1,0,2018-12-11
W,NW,Denver Nuggets,49,33,0.598,94,25,2018-12-11
W,NW,Oklahoma City Thunder,48,34,0.585,94,23,2018-12-11
W,NW,Portland Trail Blazers,44,38,0.537,64,2,2018-12-11
W,NW,Minnesota Timberwolves,40,42,0.488,27,0,2018-12-11
W,NW,Utah Jazz,40,42,0.488,28,0,2018-12-11
W,PA,Golden State Warriors,48,34,0.585,95,24,2018-12-11
W,PA,Los Angeles Clippers,46,36,0.561,85,11,2018-12-11
W,PA,Los Angeles Lakers,45,37,0.549,78,6,2018-12-11
W,PA,Sacramento Kings,42,40,0.512,42,0,2018-12-11
W,PA,Phoenix Suns,26,56,0.317,0,0,2018-12-11
W,SW,Dallas Mavericks,43,39,0.524,57,1,2018-12-11
W,SW,Memphis Grizzlies,43,39,0.524,59,2,2018-12-11
W,SW,New Orleans Pelicans,41,41,0.5,39,0,2018-12-11
W,SW,Houston Rockets,39,43,0.476,14,0,2018-12-11
W,SW,San Antonio Spurs,39,43,0.476,17,0,2018-12-11
