Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,99,11,2019-03-10
E,AT,Boston Celtics,49,33,0.598,100,0,2019-03-10
E,AT,Philadelphia 76ers,49,33,0.598,99,0,2019-03-10
E,AT,Brooklyn Nets,41,41,0.5,91,0,2019-03-10
E,AT,New York Knicks,20,62,0.244,0,0,2019-03-10
E,CE,Milwaukee Bucks,59,23,0.72,100,88,2019-03-10
E,CE,Indiana Pacers,50,32,0.61,100,0,2019-03-10
E,CE,Detroit Pistons,42,40,0.512,91,0,2019-03-10
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-03-10
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-03-10
E,SE,Miami Heat,39,43,0.476,53,0,2019-03-10
E,SE,Charlotte Hornets,38,44,0.463,22,0,2019-03-10
E,SE,Orlando Magic,38,44,0.463,38,0,2019-03-10
E,SE,Washington Wizards,35,47,0.427,2,0,2019-03-10
E,SE,Atlanta Hawks,28,54,0.341,0,0,2019-03-10
W,NW,Denver Nuggets,52,30,0.634,100,20,2019-03-10
W,NW,Portland Trail Blazers,48,34,0.585,99,0,2019-03-10
W,NW,Oklahoma City Thunder,48,34,0.585,99,0,2019-03-10
W,NW,Utah Jazz,46,36,0.561,97,0,2019-03-10
W,NW,Minnesota Timberwolves,39,43,0.476,1,0,2019-03-10
W,PA,Golden State Warriors,54,28,0.659,100,76,2019-03-10
W,PA,Los Angeles Clippers,46,36,0.561,95,0,2019-03-10
W,PA,Sacramento Kings,41,41,0.5,13,0,2019-03-10
W,PA,Los Angeles Lakers,38,44,0.463,0,0,2019-03-10
W,PA,Phoenix Suns,21,61,0.256,0,0,2019-03-10
W,SW,Houston Rockets,49,33,0.598,99,1,2019-03-10
W,SW,San Antonio Spurs,45,37,0.549,92,0,2019-03-10
W,SW,New Orleans Pelicans,37,45,0.451,0,0,2019-03-10
W,SW,Dallas Mavericks,35,47,0.427,0,0,2019-03-10
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-03-10
