Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,99,63,2018-12-02
E,AT,Philadelphia 76ers,46,36,0.561,96,4,2018-12-02
E,AT,Boston Celtics,45,37,0.549,94,2,2018-12-02
E,AT,Brooklyn Nets,36,46,0.439,17,0,2018-12-02
E,AT,New York Knicks,34,48,0.415,10,0,2018-12-02
E,CE,Milwaukee Bucks,50,32,0.61,99,22,2018-12-02
E,CE,Detroit Pistons,45,37,0.549,93,2,2018-12-02
E,CE,Indiana Pacers,45,37,0.549,92,2,2018-12-02
E,CE,Chicago Bulls,30,52,0.366,1,0,2018-12-02
E,CE,Cleveland Cavaliers,30,52,0.366,1,0,2018-12-02
E,SE,Charlotte Hornets,43,39,0.524,86,1,2018-12-02
E,SE,Orlando Magic,39,43,0.476,53,0,2018-12-02
E,SE,Miami Heat,37,45,0.451,31,0,2018-12-02
E,SE,Washington Wizards,36,46,0.439,20,0,2018-12-02
E,SE,Atlanta Hawks,30,52,0.366,1,0,2018-12-02
W,NW,Denver Nuggets,49,33,0.598,95,31,2018-12-02
W,NW,Oklahoma City Thunder,47,35,0.573,91,19,2018-12-02
W,NW,Portland Trail Blazers,44,38,0.537,69,3,2018-12-02
W,NW,Minnesota Timberwolves,40,42,0.488,28,0,2018-12-02
W,NW,Utah Jazz,40,42,0.488,28,0,2018-12-02
W,PA,Los Angeles Clippers,48,34,0.585,94,24,2018-12-02
W,PA,Golden State Warriors,46,36,0.561,85,10,2018-12-02
W,PA,Los Angeles Lakers,43,39,0.524,63,2,2018-12-02
W,PA,Sacramento Kings,39,43,0.476,26,0,2018-12-02
W,PA,Phoenix Suns,29,53,0.354,0,0,2018-12-02
W,SW,Memphis Grizzlies,44,38,0.537,72,4,2018-12-02
W,SW,Dallas Mavericks,42,40,0.512,47,1,2018-12-02
W,SW,Houston Rockets,41,41,0.5,41,0,2018-12-02
W,SW,New Orleans Pelicans,41,41,0.5,39,0,2018-12-02
W,SW,San Antonio Spurs,38,44,0.463,14,0,2018-12-02
