Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,54,28,0.659,100,35,2019-01-28
E,AT,Philadelphia 76ers,49,33,0.598,99,2,2019-01-28
E,AT,Boston Celtics,48,34,0.585,99,1,2019-01-28
E,AT,Brooklyn Nets,43,39,0.524,92,0,2019-01-28
E,AT,New York Knicks,25,57,0.305,0,0,2019-01-28
E,CE,Milwaukee Bucks,55,27,0.671,99,52,2019-01-28
E,CE,Indiana Pacers,51,31,0.622,99,7,2019-01-28
E,CE,Detroit Pistons,37,45,0.451,29,0,2019-01-28
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-01-28
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-01-28
E,SE,Miami Heat,41,41,0.5,78,0,2019-01-28
E,SE,Charlotte Hornets,40,42,0.488,68,0,2019-01-28
E,SE,Washington Wizards,37,45,0.451,23,0,2019-01-28
E,SE,Orlando Magic,35,47,0.427,8,0,2019-01-28
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-28
W,NW,Denver Nuggets,51,31,0.622,99,26,2019-01-28
W,NW,Oklahoma City Thunder,48,34,0.585,97,5,2019-01-28
W,NW,Portland Trail Blazers,47,35,0.573,93,2,2019-01-28
W,NW,Utah Jazz,46,36,0.561,87,0,2019-01-28
W,NW,Minnesota Timberwolves,40,42,0.488,14,0,2019-01-28
W,PA,Golden State Warriors,53,29,0.646,99,62,2019-01-28
W,PA,Los Angeles Clippers,44,38,0.537,71,0,2019-01-28
W,PA,Los Angeles Lakers,42,40,0.512,33,0,2019-01-28
W,PA,Sacramento Kings,40,42,0.488,20,0,2019-01-28
W,PA,Phoenix Suns,24,58,0.293,0,0,2019-01-28
W,SW,Houston Rockets,46,36,0.561,85,1,2019-01-28
W,SW,San Antonio Spurs,45,37,0.549,82,0,2019-01-28
W,SW,New Orleans Pelicans,39,43,0.476,7,0,2019-01-28
W,SW,Dallas Mavericks,38,44,0.463,7,0,2019-01-28
W,SW,Memphis Grizzlies,35,47,0.427,0,0,2019-01-28
