Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,42,2018-12-17
E,AT,Boston Celtics,48,34,0.585,99,10,2018-12-17
E,AT,Philadelphia 76ers,47,35,0.573,97,5,2018-12-17
E,AT,Brooklyn Nets,38,44,0.463,36,0,2018-12-17
E,AT,New York Knicks,32,50,0.39,2,0,2018-12-17
E,CE,Milwaukee Bucks,50,32,0.61,99,26,2018-12-17
E,CE,Indiana Pacers,49,33,0.598,99,14,2018-12-17
E,CE,Detroit Pistons,41,41,0.5,69,0,2018-12-17
E,CE,Chicago Bulls,29,53,0.354,0,0,2018-12-17
E,CE,Cleveland Cavaliers,29,53,0.354,0,0,2018-12-17
E,SE,Charlotte Hornets,41,41,0.5,72,0,2018-12-17
E,SE,Miami Heat,39,43,0.476,47,0,2018-12-17
E,SE,Orlando Magic,39,43,0.476,51,0,2018-12-17
E,SE,Washington Wizards,36,46,0.439,22,0,2018-12-17
E,SE,Atlanta Hawks,28,54,0.341,0,0,2018-12-17
W,NW,Denver Nuggets,50,32,0.61,97,40,2018-12-17
W,NW,Oklahoma City Thunder,47,35,0.573,91,17,2018-12-17
W,NW,Portland Trail Blazers,43,39,0.524,60,2,2018-12-17
W,NW,Utah Jazz,41,41,0.5,33,0,2018-12-17
W,NW,Minnesota Timberwolves,39,43,0.476,18,0,2018-12-17
W,PA,Golden State Warriors,48,34,0.585,94,24,2018-12-17
W,PA,Los Angeles Lakers,45,37,0.549,74,4,2018-12-17
W,PA,Los Angeles Clippers,44,38,0.537,67,3,2018-12-17
W,PA,Sacramento Kings,42,40,0.512,53,1,2018-12-17
W,PA,Phoenix Suns,27,55,0.329,0,0,2018-12-17
W,SW,Memphis Grizzlies,43,39,0.524,54,1,2018-12-17
W,SW,Dallas Mavericks,42,40,0.512,49,1,2018-12-17
W,SW,Houston Rockets,41,41,0.5,35,0,2018-12-17
W,SW,New Orleans Pelicans,41,41,0.5,37,0,2018-12-17
W,SW,San Antonio Spurs,40,42,0.488,29,0,2018-12-17
