Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,99,57,2018-11-30
E,AT,Philadelphia 76ers,45,37,0.549,94,3,2018-11-30
E,AT,Boston Celtics,44,38,0.537,88,1,2018-11-30
E,AT,Brooklyn Nets,37,45,0.451,32,0,2018-11-30
E,AT,New York Knicks,34,48,0.415,8,0,2018-11-30
E,CE,Milwaukee Bucks,51,31,0.622,99,30,2018-11-30
E,CE,Indiana Pacers,45,37,0.549,94,3,2018-11-30
E,CE,Detroit Pistons,43,39,0.524,86,1,2018-11-30
E,CE,Chicago Bulls,31,51,0.378,1,0,2018-11-30
E,CE,Cleveland Cavaliers,31,51,0.378,2,0,2018-11-30
E,SE,Charlotte Hornets,44,38,0.537,91,1,2018-11-30
E,SE,Orlando Magic,39,43,0.476,45,0,2018-11-30
E,SE,Miami Heat,37,45,0.451,28,0,2018-11-30
E,SE,Washington Wizards,36,46,0.439,23,0,2018-11-30
E,SE,Atlanta Hawks,30,52,0.366,1,0,2018-11-30
W,NW,Denver Nuggets,49,33,0.598,95,27,2018-11-30
W,NW,Oklahoma City Thunder,47,35,0.573,90,16,2018-11-30
W,NW,Portland Trail Blazers,44,38,0.537,74,5,2018-11-30
W,NW,Minnesota Timberwolves,41,41,0.5,37,0,2018-11-30
W,NW,Utah Jazz,39,43,0.476,21,0,2018-11-30
W,PA,Los Angeles Clippers,48,34,0.585,94,24,2018-11-30
W,PA,Golden State Warriors,47,35,0.573,89,14,2018-11-30
W,PA,Los Angeles Lakers,42,40,0.512,55,1,2018-11-30
W,PA,Sacramento Kings,39,43,0.476,22,0,2018-11-30
W,PA,Phoenix Suns,30,52,0.366,0,0,2018-11-30
W,SW,Memphis Grizzlies,44,38,0.537,67,3,2018-11-30
W,SW,Dallas Mavericks,42,40,0.512,56,2,2018-11-30
W,SW,New Orleans Pelicans,42,40,0.512,48,1,2018-11-30
W,SW,Houston Rockets,39,43,0.476,22,0,2018-11-30
W,SW,San Antonio Spurs,39,43,0.476,23,0,2018-11-30
