Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,100,19,2019-03-11
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-03-11
E,AT,Boston Celtics,49,33,0.598,100,0,2019-03-11
E,AT,Brooklyn Nets,41,41,0.5,92,0,2019-03-11
E,AT,New York Knicks,20,62,0.244,0,0,2019-03-11
E,CE,Milwaukee Bucks,59,23,0.72,100,80,2019-03-11
E,CE,Indiana Pacers,50,32,0.61,100,0,2019-03-11
E,CE,Detroit Pistons,42,40,0.512,96,0,2019-03-11
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-03-11
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-03-11
E,SE,Miami Heat,39,43,0.476,47,0,2019-03-11
E,SE,Charlotte Hornets,38,44,0.463,26,0,2019-03-11
E,SE,Orlando Magic,38,44,0.463,33,0,2019-03-11
E,SE,Washington Wizards,35,47,0.427,3,0,2019-03-11
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-03-11
W,NW,Denver Nuggets,52,30,0.634,100,26,2019-03-11
W,NW,Portland Trail Blazers,48,34,0.585,99,0,2019-03-11
W,NW,Oklahoma City Thunder,48,34,0.585,99,1,2019-03-11
W,NW,Utah Jazz,46,36,0.561,96,0,2019-03-11
W,NW,Minnesota Timberwolves,39,43,0.476,1,0,2019-03-11
W,PA,Golden State Warriors,54,28,0.659,100,67,2019-03-11
W,PA,Los Angeles Clippers,46,36,0.561,95,0,2019-03-11
W,PA,Sacramento Kings,41,41,0.5,12,0,2019-03-11
W,PA,Los Angeles Lakers,37,45,0.451,0,0,2019-03-11
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-03-11
W,SW,Houston Rockets,50,32,0.61,99,3,2019-03-11
W,SW,San Antonio Spurs,46,36,0.561,94,0,2019-03-11
W,SW,New Orleans Pelicans,37,45,0.451,0,0,2019-03-11
W,SW,Dallas Mavericks,35,47,0.427,0,0,2019-03-11
W,SW,Memphis Grizzlies,35,47,0.427,0,0,2019-03-11
