Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,99,57,2018-12-05
E,AT,Philadelphia 76ers,47,35,0.573,97,6,2018-12-05
E,AT,Boston Celtics,45,37,0.549,94,3,2018-12-05
E,AT,Brooklyn Nets,35,47,0.427,14,0,2018-12-05
E,AT,New York Knicks,34,48,0.415,8,0,2018-12-05
E,CE,Milwaukee Bucks,50,32,0.61,99,26,2018-12-05
E,CE,Indiana Pacers,45,37,0.549,93,3,2018-12-05
E,CE,Detroit Pistons,44,38,0.537,88,1,2018-12-05
E,CE,Cleveland Cavaliers,30,52,0.366,1,0,2018-12-05
E,CE,Chicago Bulls,29,53,0.354,0,0,2018-12-05
E,SE,Charlotte Hornets,42,40,0.512,81,0,2018-12-05
E,SE,Orlando Magic,40,42,0.488,62,0,2018-12-05
E,SE,Miami Heat,37,45,0.451,27,0,2018-12-05
E,SE,Washington Wizards,37,45,0.451,26,0,2018-12-05
E,SE,Atlanta Hawks,29,53,0.354,0,0,2018-12-05
W,NW,Denver Nuggets,49,33,0.598,96,33,2018-12-05
W,NW,Oklahoma City Thunder,48,34,0.585,94,23,2018-12-05
W,NW,Portland Trail Blazers,42,40,0.512,52,1,2018-12-05
W,NW,Minnesota Timberwolves,40,42,0.488,32,0,2018-12-05
W,NW,Utah Jazz,40,42,0.488,33,0,2018-12-05
W,PA,Los Angeles Clippers,48,34,0.585,93,19,2018-12-05
W,PA,Golden State Warriors,47,35,0.573,88,11,2018-12-05
W,PA,Los Angeles Lakers,44,38,0.537,69,3,2018-12-05
W,PA,Sacramento Kings,40,42,0.488,33,0,2018-12-05
W,PA,Phoenix Suns,28,54,0.341,0,0,2018-12-05
W,SW,Memphis Grizzlies,44,38,0.537,65,2,2018-12-05
W,SW,Dallas Mavericks,43,39,0.524,57,1,2018-12-05
W,SW,New Orleans Pelicans,41,41,0.5,39,0,2018-12-05
W,SW,Houston Rockets,40,42,0.488,30,0,2018-12-05
W,SW,San Antonio Spurs,38,44,0.463,12,0,2018-12-05
