Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,99,38,2019-01-18
E,AT,Philadelphia 76ers,49,33,0.598,99,4,2019-01-18
E,AT,Boston Celtics,47,35,0.573,99,1,2019-01-18
E,AT,Brooklyn Nets,41,41,0.5,75,0,2019-01-18
E,AT,New York Knicks,27,55,0.329,0,0,2019-01-18
E,CE,Milwaukee Bucks,54,28,0.659,100,48,2019-01-18
E,CE,Indiana Pacers,50,32,0.61,99,7,2019-01-18
E,CE,Detroit Pistons,38,44,0.463,35,0,2019-01-18
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-01-18
E,CE,Cleveland Cavaliers,24,58,0.293,0,0,2019-01-18
E,SE,Miami Heat,41,41,0.5,74,0,2019-01-18
E,SE,Charlotte Hornets,40,42,0.488,66,0,2019-01-18
E,SE,Orlando Magic,37,45,0.451,24,0,2019-01-18
E,SE,Washington Wizards,37,45,0.451,23,0,2019-01-18
E,SE,Atlanta Hawks,31,51,0.378,0,0,2019-01-18
W,NW,Denver Nuggets,50,32,0.61,99,36,2019-01-18
W,NW,Oklahoma City Thunder,46,36,0.561,87,4,2019-01-18
W,NW,Portland Trail Blazers,45,37,0.549,83,3,2019-01-18
W,NW,Utah Jazz,45,37,0.549,75,1,2019-01-18
W,NW,Minnesota Timberwolves,40,42,0.488,18,0,2019-01-18
W,PA,Golden State Warriors,51,31,0.622,99,49,2019-01-18
W,PA,Los Angeles Clippers,43,39,0.524,58,0,2019-01-18
W,PA,Los Angeles Lakers,43,39,0.524,55,0,2019-01-18
W,PA,Sacramento Kings,41,41,0.5,29,0,2019-01-18
W,PA,Phoenix Suns,26,56,0.317,0,0,2019-01-18
W,SW,Houston Rockets,45,37,0.549,75,1,2019-01-18
W,SW,San Antonio Spurs,45,37,0.549,77,2,2019-01-18
W,SW,New Orleans Pelicans,40,42,0.488,22,0,2019-01-18
W,SW,Dallas Mavericks,39,43,0.476,12,0,2019-01-18
W,SW,Memphis Grizzlies,37,45,0.451,5,0,2019-01-18
