Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,100,37,2019-01-09
E,AT,Boston Celtics,48,34,0.585,99,4,2019-01-09
E,AT,Philadelphia 76ers,48,34,0.585,99,5,2019-01-09
E,AT,Brooklyn Nets,39,43,0.476,65,0,2019-01-09
E,AT,New York Knicks,28,54,0.341,0,0,2019-01-09
E,CE,Milwaukee Bucks,53,29,0.646,100,39,2019-01-09
E,CE,Indiana Pacers,50,32,0.61,99,13,2019-01-09
E,CE,Detroit Pistons,38,44,0.463,45,0,2019-01-09
E,CE,Chicago Bulls,28,54,0.341,0,0,2019-01-09
E,CE,Cleveland Cavaliers,25,57,0.305,0,0,2019-01-09
E,SE,Charlotte Hornets,40,42,0.488,70,0,2019-01-09
E,SE,Miami Heat,40,42,0.488,75,0,2019-01-09
E,SE,Orlando Magic,36,46,0.439,26,0,2019-01-09
E,SE,Washington Wizards,35,47,0.427,16,0,2019-01-09
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-09
W,NW,Denver Nuggets,50,32,0.61,98,42,2019-01-09
W,NW,Oklahoma City Thunder,48,34,0.585,93,14,2019-01-09
W,NW,Portland Trail Blazers,45,37,0.549,76,3,2019-01-09
W,NW,Utah Jazz,42,40,0.512,42,0,2019-01-09
W,NW,Minnesota Timberwolves,41,41,0.5,27,0,2019-01-09
W,PA,Golden State Warriors,49,33,0.598,97,24,2019-01-09
W,PA,Los Angeles Clippers,46,36,0.561,83,5,2019-01-09
W,PA,Los Angeles Lakers,43,39,0.524,51,0,2019-01-09
W,PA,Sacramento Kings,40,42,0.488,21,0,2019-01-09
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-09
W,SW,San Antonio Spurs,46,36,0.561,83,4,2019-01-09
W,SW,Houston Rockets,45,37,0.549,78,3,2019-01-09
W,SW,New Orleans Pelicans,40,42,0.488,22,0,2019-01-09
W,SW,Dallas Mavericks,39,43,0.476,13,0,2019-01-09
W,SW,Memphis Grizzlies,38,44,0.463,9,0,2019-01-09
