Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,99,9,2019-03-14
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-03-14
E,AT,Boston Celtics,49,33,0.598,100,0,2019-03-14
E,AT,Brooklyn Nets,41,41,0.5,95,0,2019-03-14
E,AT,New York Knicks,19,63,0.232,0,0,2019-03-14
E,CE,Milwaukee Bucks,59,23,0.72,100,90,2019-03-14
E,CE,Indiana Pacers,50,32,0.61,100,0,2019-03-14
E,CE,Detroit Pistons,41,41,0.5,92,0,2019-03-14
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-03-14
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-03-14
E,SE,Miami Heat,39,43,0.476,61,0,2019-03-14
E,SE,Orlando Magic,38,44,0.463,24,0,2019-03-14
E,SE,Charlotte Hornets,37,45,0.451,19,0,2019-03-14
E,SE,Washington Wizards,36,46,0.439,7,0,2019-03-14
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-03-14
W,NW,Denver Nuggets,52,30,0.634,100,24,2019-03-14
W,NW,Portland Trail Blazers,49,33,0.598,99,1,2019-03-14
W,NW,Oklahoma City Thunder,49,33,0.598,99,1,2019-03-14
W,NW,Utah Jazz,46,36,0.561,97,0,2019-03-14
W,NW,Minnesota Timberwolves,39,43,0.476,0,0,2019-03-14
W,PA,Golden State Warriors,54,28,0.659,100,70,2019-03-14
W,PA,Los Angeles Clippers,46,36,0.561,96,0,2019-03-14
W,PA,Sacramento Kings,41,41,0.5,6,0,2019-03-14
W,PA,Los Angeles Lakers,38,44,0.463,0,0,2019-03-14
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-03-14
W,SW,Houston Rockets,49,33,0.598,99,1,2019-03-14
W,SW,San Antonio Spurs,46,36,0.561,98,0,2019-03-14
W,SW,New Orleans Pelicans,36,46,0.439,0,0,2019-03-14
W,SW,Dallas Mavericks,34,48,0.415,0,0,2019-03-14
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-03-14
