Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,53,29,0.646,100,33,2019-01-17
E,AT,Philadelphia 76ers,48,34,0.585,99,2,2019-01-17
E,AT,Boston Celtics,47,35,0.573,99,1,2019-01-17
E,AT,Brooklyn Nets,41,41,0.5,77,0,2019-01-17
E,AT,New York Knicks,27,55,0.329,0,0,2019-01-17
E,CE,Milwaukee Bucks,54,28,0.659,100,50,2019-01-17
E,CE,Indiana Pacers,51,31,0.622,99,11,2019-01-17
E,CE,Detroit Pistons,38,44,0.463,37,0,2019-01-17
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-01-17
E,CE,Cleveland Cavaliers,24,58,0.293,0,0,2019-01-17
E,SE,Miami Heat,41,41,0.5,76,0,2019-01-17
E,SE,Charlotte Hornets,39,43,0.476,61,0,2019-01-17
E,SE,Orlando Magic,37,45,0.451,25,0,2019-01-17
E,SE,Washington Wizards,36,46,0.439,21,0,2019-01-17
E,SE,Atlanta Hawks,31,51,0.378,0,0,2019-01-17
W,NW,Denver Nuggets,50,32,0.61,98,30,2019-01-17
W,NW,Oklahoma City Thunder,47,35,0.573,90,7,2019-01-17
W,NW,Portland Trail Blazers,45,37,0.549,83,3,2019-01-17
W,NW,Utah Jazz,45,37,0.549,76,1,2019-01-17
W,NW,Minnesota Timberwolves,40,42,0.488,17,0,2019-01-17
W,PA,Golden State Warriors,51,31,0.622,99,52,2019-01-17
W,PA,Los Angeles Clippers,43,39,0.524,57,0,2019-01-17
W,PA,Los Angeles Lakers,42,40,0.512,46,0,2019-01-17
W,PA,Sacramento Kings,42,40,0.512,37,0,2019-01-17
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-17
W,SW,San Antonio Spurs,45,37,0.549,78,1,2019-01-17
W,SW,Houston Rockets,44,38,0.537,74,1,2019-01-17
W,SW,New Orleans Pelicans,40,42,0.488,22,0,2019-01-17
W,SW,Dallas Mavericks,39,43,0.476,12,0,2019-01-17
W,SW,Memphis Grizzlies,37,45,0.451,4,0,2019-01-17
