Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,54,28,0.659,100,36,2019-01-22
E,AT,Philadelphia 76ers,49,33,0.598,99,2,2019-01-22
E,AT,Boston Celtics,48,34,0.585,99,1,2019-01-22
E,AT,Brooklyn Nets,42,40,0.512,86,0,2019-01-22
E,AT,New York Knicks,26,56,0.317,0,0,2019-01-22
E,CE,Milwaukee Bucks,55,27,0.671,100,51,2019-01-22
E,CE,Indiana Pacers,51,31,0.622,100,8,2019-01-22
E,CE,Detroit Pistons,37,45,0.451,27,0,2019-01-22
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-01-22
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-01-22
E,SE,Charlotte Hornets,40,42,0.488,65,0,2019-01-22
E,SE,Miami Heat,40,42,0.488,71,0,2019-01-22
E,SE,Washington Wizards,37,45,0.451,28,0,2019-01-22
E,SE,Orlando Magic,36,46,0.439,19,0,2019-01-22
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-22
W,NW,Denver Nuggets,51,31,0.622,99,31,2019-01-22
W,NW,Portland Trail Blazers,47,35,0.573,92,3,2019-01-22
W,NW,Oklahoma City Thunder,47,35,0.573,94,4,2019-01-22
W,NW,Utah Jazz,44,38,0.537,76,0,2019-01-22
W,NW,Minnesota Timberwolves,40,42,0.488,17,0,2019-01-22
W,PA,Golden State Warriors,52,30,0.634,99,57,2019-01-22
W,PA,Los Angeles Clippers,43,39,0.524,60,0,2019-01-22
W,PA,Los Angeles Lakers,42,40,0.512,40,0,2019-01-22
W,PA,Sacramento Kings,41,41,0.5,31,0,2019-01-22
W,PA,Phoenix Suns,26,56,0.317,0,0,2019-01-22
W,SW,San Antonio Spurs,45,37,0.549,79,0,2019-01-22
W,SW,Houston Rockets,44,38,0.537,74,0,2019-01-22
W,SW,New Orleans Pelicans,40,42,0.488,24,0,2019-01-22
W,SW,Dallas Mavericks,38,44,0.463,7,0,2019-01-22
W,SW,Memphis Grizzlies,36,46,0.439,1,0,2019-01-22
