Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,100,8.63,2019-03-18
E,AT,Philadelphia 76ers,51,31,0.622,100,0.04,2019-03-18
E,AT,Boston Celtics,49,33,0.598,100,0,2019-03-18
E,AT,Brooklyn Nets,41,41,0.5,87.18,0,2019-03-18
E,AT,New York Knicks,19,63,0.232,0,0,2019-03-18
E,CE,Milwaukee Bucks,59,23,0.72,100,91.33,2019-03-18
E,CE,Indiana Pacers,50,32,0.61,100,0,2019-03-18
E,CE,Detroit Pistons,42,40,0.512,97.00999999999998,0,2019-03-18
E,CE,Chicago Bulls,24,58,0.293,0,0,2019-03-18
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-03-18
E,SE,Miami Heat,39,43,0.476,56.45,0,2019-03-18
E,SE,Orlando Magic,38,44,0.463,38.54,0,2019-03-18
E,SE,Charlotte Hornets,37,45,0.451,16.5,0,2019-03-18
E,SE,Washington Wizards,36,46,0.439,4.32,0,2019-03-18
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-03-18
W,NW,Denver Nuggets,53,29,0.646,100,28.36,2019-03-18
W,NW,Portland Trail Blazers,49,33,0.598,99.98,0.4,2019-03-18
W,NW,Oklahoma City Thunder,48,34,0.585,99.97000000000001,0.15,2019-03-18
W,NW,Utah Jazz,47,35,0.573,99.54,0.02,2019-03-18
W,NW,Minnesota Timberwolves,38,44,0.463,0.03,0,2019-03-18
W,PA,Golden State Warriors,55,27,0.671,100,69.23,2019-03-18
W,PA,Los Angeles Clippers,47,35,0.573,99.44,0.01,2019-03-18
W,PA,Sacramento Kings,40,42,0.488,1.47,0,2019-03-18
W,PA,Los Angeles Lakers,37,45,0.451,0,0,2019-03-18
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-03-18
W,SW,Houston Rockets,50,32,0.61,99.99000000000001,1.82,2019-03-18
W,SW,San Antonio Spurs,47,35,0.573,99.58,0.01,2019-03-18
W,SW,New Orleans Pelicans,35,47,0.427,0,0,2019-03-18
W,SW,Dallas Mavericks,34,48,0.415,0,0,2019-03-18
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-03-18
