Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,100,14,2019-03-09
E,AT,Philadelphia 76ers,50,32,0.61,99,0,2019-03-09
E,AT,Boston Celtics,49,33,0.598,99,0,2019-03-09
E,AT,Brooklyn Nets,41,41,0.5,83,0,2019-03-09
E,AT,New York Knicks,20,62,0.244,0,0,2019-03-09
E,CE,Milwaukee Bucks,59,23,0.72,100,85,2019-03-09
E,CE,Indiana Pacers,50,32,0.61,100,0,2019-03-09
E,CE,Detroit Pistons,42,40,0.512,91,0,2019-03-09
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-03-09
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-03-09
E,SE,Miami Heat,39,43,0.476,52,0,2019-03-09
E,SE,Orlando Magic,39,43,0.476,38,0,2019-03-09
E,SE,Charlotte Hornets,38,44,0.463,30,0,2019-03-09
E,SE,Washington Wizards,35,47,0.427,3,0,2019-03-09
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-03-09
W,NW,Denver Nuggets,52,30,0.634,100,19,2019-03-09
W,NW,Portland Trail Blazers,48,34,0.585,99,0,2019-03-09
W,NW,Oklahoma City Thunder,48,34,0.585,99,0,2019-03-09
W,NW,Utah Jazz,47,35,0.573,97,0,2019-03-09
W,NW,Minnesota Timberwolves,38,44,0.463,1,0,2019-03-09
W,PA,Golden State Warriors,54,28,0.659,100,76,2019-03-09
W,PA,Los Angeles Clippers,46,36,0.561,96,0,2019-03-09
W,PA,Sacramento Kings,41,41,0.5,11,0,2019-03-09
W,PA,Los Angeles Lakers,38,44,0.463,0,0,2019-03-09
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-03-09
W,SW,Houston Rockets,49,33,0.598,99,1,2019-03-09
W,SW,San Antonio Spurs,45,37,0.549,93,0,2019-03-09
W,SW,New Orleans Pelicans,37,45,0.451,0,0,2019-03-09
W,SW,Dallas Mavericks,35,47,0.427,0,0,2019-03-09
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-03-09
