Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,55,27,0.671,100,14,2019-03-07
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-03-07
E,AT,Boston Celtics,49,33,0.598,100,0,2019-03-07
E,AT,Brooklyn Nets,41,41,0.5,87,0,2019-03-07
E,AT,New York Knicks,20,62,0.244,0,0,2019-03-07
E,CE,Milwaukee Bucks,59,23,0.72,100,84,2019-03-07
E,CE,Indiana Pacers,51,31,0.622,100,0,2019-03-07
E,CE,Detroit Pistons,41,41,0.5,89,0,2019-03-07
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-03-07
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-03-07
E,SE,Miami Heat,39,43,0.476,50,0,2019-03-07
E,SE,Orlando Magic,38,44,0.463,35,0,2019-03-07
E,SE,Charlotte Hornets,37,45,0.451,28,0,2019-03-07
E,SE,Washington Wizards,36,46,0.439,8,0,2019-03-07
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-03-07
W,NW,Denver Nuggets,52,30,0.634,100,31,2019-03-07
W,NW,Portland Trail Blazers,49,33,0.598,99,1,2019-03-07
W,NW,Oklahoma City Thunder,48,34,0.585,99,1,2019-03-07
W,NW,Utah Jazz,47,35,0.573,98,0,2019-03-07
W,NW,Minnesota Timberwolves,38,44,0.463,1,0,2019-03-07
W,PA,Golden State Warriors,54,28,0.659,100,64,2019-03-07
W,PA,Los Angeles Clippers,45,37,0.549,94,0,2019-03-07
W,PA,Sacramento Kings,41,41,0.5,11,0,2019-03-07
W,PA,Los Angeles Lakers,38,44,0.463,1,0,2019-03-07
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-03-07
W,SW,Houston Rockets,49,33,0.598,99,1,2019-03-07
W,SW,San Antonio Spurs,45,37,0.549,93,0,2019-03-07
W,SW,New Orleans Pelicans,38,44,0.463,0,0,2019-03-07
W,SW,Dallas Mavericks,36,46,0.439,0,0,2019-03-07
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-03-07
