Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,57,25,0.695,100,15,2019-03-02
E,AT,Philadelphia 76ers,51,31,0.622,100,0,2019-03-02
E,AT,Boston Celtics,48,34,0.585,99,0,2019-03-02
E,AT,Brooklyn Nets,40,42,0.488,85,0,2019-03-02
E,AT,New York Knicks,22,60,0.268,0,0,2019-03-02
E,CE,Milwaukee Bucks,60,22,0.732,99,84,2019-03-02
E,CE,Indiana Pacers,51,31,0.622,99,0,2019-03-02
E,CE,Detroit Pistons,40,42,0.488,74,0,2019-03-02
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-03-02
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-03-02
E,SE,Charlotte Hornets,39,43,0.476,54,0,2019-03-02
E,SE,Orlando Magic,38,44,0.463,51,0,2019-03-02
E,SE,Miami Heat,37,45,0.451,28,0,2019-03-02
E,SE,Washington Wizards,35,47,0.427,5,0,2019-03-02
E,SE,Atlanta Hawks,29,53,0.354,0,0,2019-03-02
W,NW,Denver Nuggets,53,29,0.646,100,37,2019-03-02
W,NW,Portland Trail Blazers,49,33,0.598,99,1,2019-03-02
W,NW,Oklahoma City Thunder,49,33,0.598,99,2,2019-03-02
W,NW,Utah Jazz,47,35,0.573,97,0,2019-03-02
W,NW,Minnesota Timberwolves,39,43,0.476,5,0,2019-03-02
W,PA,Golden State Warriors,54,28,0.659,100,58,2019-03-02
W,PA,Los Angeles Clippers,44,38,0.537,86,0,2019-03-02
W,PA,Sacramento Kings,41,41,0.5,22,0,2019-03-02
W,PA,Los Angeles Lakers,40,42,0.488,10,0,2019-03-02
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-03-02
W,SW,Houston Rockets,47,35,0.573,98,0,2019-03-02
W,SW,San Antonio Spurs,44,38,0.537,78,0,2019-03-02
W,SW,Dallas Mavericks,37,45,0.451,1,0,2019-03-02
W,SW,New Orleans Pelicans,37,45,0.451,1,0,2019-03-02
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-03-02
