Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,52,30,0.634,100,35,2019-01-08
E,AT,Boston Celtics,48,34,0.585,99,5,2019-01-08
E,AT,Philadelphia 76ers,48,34,0.585,99,4,2019-01-08
E,AT,Brooklyn Nets,40,42,0.488,63,0,2019-01-08
E,AT,New York Knicks,29,53,0.354,0,0,2019-01-08
E,CE,Milwaukee Bucks,53,29,0.646,99,42,2019-01-08
E,CE,Indiana Pacers,50,32,0.61,99,11,2019-01-08
E,CE,Detroit Pistons,38,44,0.463,41,0,2019-01-08
E,CE,Chicago Bulls,28,54,0.341,0,0,2019-01-08
E,CE,Cleveland Cavaliers,25,57,0.305,0,0,2019-01-08
E,SE,Charlotte Hornets,41,41,0.5,74,0,2019-01-08
E,SE,Miami Heat,41,41,0.5,77,0,2019-01-08
E,SE,Orlando Magic,36,46,0.439,24,0,2019-01-08
E,SE,Washington Wizards,36,46,0.439,18,0,2019-01-08
E,SE,Atlanta Hawks,31,51,0.378,1,0,2019-01-08
W,NW,Denver Nuggets,50,32,0.61,98,39,2019-01-08
W,NW,Oklahoma City Thunder,48,34,0.585,95,21,2019-01-08
W,NW,Portland Trail Blazers,45,37,0.549,77,3,2019-01-08
W,NW,Utah Jazz,42,40,0.512,43,0,2019-01-08
W,NW,Minnesota Timberwolves,40,42,0.488,21,0,2019-01-08
W,PA,Golden State Warriors,48,34,0.585,96,21,2019-01-08
W,PA,Los Angeles Clippers,45,37,0.549,77,4,2019-01-08
W,PA,Los Angeles Lakers,43,39,0.524,51,0,2019-01-08
W,PA,Sacramento Kings,40,42,0.488,26,0,2019-01-08
W,PA,Phoenix Suns,26,56,0.317,0,0,2019-01-08
W,SW,San Antonio Spurs,46,36,0.561,83,5,2019-01-08
W,SW,Houston Rockets,45,37,0.549,78,3,2019-01-08
W,SW,New Orleans Pelicans,40,42,0.488,24,0,2019-01-08
W,SW,Dallas Mavericks,39,43,0.476,14,0,2019-01-08
W,SW,Memphis Grizzlies,38,44,0.463,9,0,2019-01-08
