Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,56,26,0.683,99,25,2019-02-24
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-02-24
E,AT,Boston Celtics,49,33,0.598,100,0,2019-02-24
E,AT,Brooklyn Nets,41,41,0.5,87,0,2019-02-24
E,AT,New York Knicks,21,61,0.256,0,0,2019-02-24
E,CE,Milwaukee Bucks,58,24,0.707,99,73,2019-02-24
E,CE,Indiana Pacers,52,30,0.634,100,0,2019-02-24
E,CE,Detroit Pistons,40,42,0.488,71,0,2019-02-24
E,CE,Chicago Bulls,26,56,0.317,0,0,2019-02-24
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-02-24
E,SE,Charlotte Hornets,39,43,0.476,61,0,2019-02-24
E,SE,Miami Heat,38,44,0.463,36,0,2019-02-24
E,SE,Orlando Magic,38,44,0.463,37,0,2019-02-24
E,SE,Washington Wizards,35,47,0.427,5,0,2019-02-24
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-02-24
W,NW,Denver Nuggets,53,29,0.646,99,28,2019-02-24
W,NW,Oklahoma City Thunder,50,32,0.61,99,5,2019-02-24
W,NW,Portland Trail Blazers,48,34,0.585,98,0,2019-02-24
W,NW,Utah Jazz,46,36,0.561,88,0,2019-02-24
W,NW,Minnesota Timberwolves,39,43,0.476,7,0,2019-02-24
W,PA,Golden State Warriors,55,27,0.671,100,65,2019-02-24
W,PA,Los Angeles Clippers,44,38,0.537,76,0,2019-02-24
W,PA,Sacramento Kings,42,40,0.512,42,0,2019-02-24
W,PA,Los Angeles Lakers,40,42,0.488,13,0,2019-02-24
W,PA,Phoenix Suns,20,62,0.244,0,0,2019-02-24
W,SW,Houston Rockets,46,36,0.561,92,0,2019-02-24
W,SW,San Antonio Spurs,44,38,0.537,77,0,2019-02-24
W,SW,New Orleans Pelicans,38,44,0.463,2,0,2019-02-24
W,SW,Dallas Mavericks,37,45,0.451,1,0,2019-02-24
W,SW,Memphis Grizzlies,33,49,0.402,0,0,2019-02-24
