Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,51,31,0.622,99,24,2019-01-05
E,AT,Boston Celtics,47,35,0.573,99,3,2019-01-05
E,AT,Philadelphia 76ers,47,35,0.573,99,3,2019-01-05
E,AT,Brooklyn Nets,39,43,0.476,56,0,2019-01-05
E,AT,New York Knicks,29,53,0.354,0,0,2019-01-05
E,CE,Milwaukee Bucks,53,29,0.646,99,49,2019-01-05
E,CE,Indiana Pacers,50,32,0.61,99,18,2019-01-05
E,CE,Detroit Pistons,39,43,0.476,50,0,2019-01-05
E,CE,Chicago Bulls,28,54,0.341,0,0,2019-01-05
E,CE,Cleveland Cavaliers,26,56,0.317,0,0,2019-01-05
E,SE,Miami Heat,42,40,0.512,80,0,2019-01-05
E,SE,Charlotte Hornets,41,41,0.5,71,0,2019-01-05
E,SE,Orlando Magic,37,45,0.451,30,0,2019-01-05
E,SE,Washington Wizards,35,47,0.427,10,0,2019-01-05
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-05
W,NW,Denver Nuggets,50,32,0.61,98,39,2019-01-05
W,NW,Oklahoma City Thunder,49,33,0.598,97,29,2019-01-05
W,NW,Portland Trail Blazers,44,38,0.537,67,1,2019-01-05
W,NW,Utah Jazz,42,40,0.512,47,0,2019-01-05
W,NW,Minnesota Timberwolves,39,43,0.476,17,0,2019-01-05
W,PA,Golden State Warriors,48,34,0.585,95,16,2019-01-05
W,PA,Los Angeles Clippers,45,37,0.549,75,3,2019-01-05
W,PA,Los Angeles Lakers,43,39,0.524,55,0,2019-01-05
W,PA,Sacramento Kings,40,42,0.488,28,0,2019-01-05
W,PA,Phoenix Suns,27,55,0.329,0,0,2019-01-05
W,SW,Houston Rockets,45,37,0.549,80,4,2019-01-05
W,SW,San Antonio Spurs,45,37,0.549,76,2,2019-01-05
W,SW,Dallas Mavericks,40,42,0.488,25,0,2019-01-05
W,SW,Memphis Grizzlies,39,43,0.476,19,0,2019-01-05
W,SW,New Orleans Pelicans,39,43,0.476,14,0,2019-01-05
