Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,54,28,0.659,99,23,2019-02-04
E,AT,Boston Celtics,50,32,0.61,100,3,2019-02-04
E,AT,Philadelphia 76ers,49,33,0.598,100,2,2019-02-04
E,AT,Brooklyn Nets,42,40,0.512,90,0,2019-02-04
E,AT,New York Knicks,23,59,0.28,0,0,2019-02-04
E,CE,Milwaukee Bucks,56,26,0.683,99,69,2019-02-04
E,CE,Indiana Pacers,49,33,0.598,99,1,2019-02-04
E,CE,Detroit Pistons,37,45,0.451,28,0,2019-02-04
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-02-04
E,CE,Cleveland Cavaliers,23,59,0.28,0,0,2019-02-04
E,SE,Charlotte Hornets,41,41,0.5,82,0,2019-02-04
E,SE,Miami Heat,39,43,0.476,59,0,2019-02-04
E,SE,Orlando Magic,36,46,0.439,14,0,2019-02-04
E,SE,Washington Wizards,36,46,0.439,23,0,2019-02-04
E,SE,Atlanta Hawks,31,51,0.378,0,0,2019-02-04
W,NW,Denver Nuggets,53,29,0.646,99,40,2019-02-04
W,NW,Oklahoma City Thunder,49,33,0.598,98,4,2019-02-04
W,NW,Portland Trail Blazers,48,34,0.585,96,1,2019-02-04
W,NW,Utah Jazz,45,37,0.549,81,0,2019-02-04
W,NW,Minnesota Timberwolves,40,42,0.488,13,0,2019-02-04
W,PA,Golden State Warriors,54,28,0.659,99,52,2019-02-04
W,PA,Los Angeles Clippers,43,39,0.524,57,0,2019-02-04
W,PA,Sacramento Kings,42,40,0.512,33,0,2019-02-04
W,PA,Los Angeles Lakers,41,41,0.5,27,0,2019-02-04
W,PA,Phoenix Suns,23,59,0.28,0,0,2019-02-04
W,SW,San Antonio Spurs,47,35,0.573,92,0,2019-02-04
W,SW,Houston Rockets,45,37,0.549,84,0,2019-02-04
W,SW,Dallas Mavericks,39,43,0.476,9,0,2019-02-04
W,SW,New Orleans Pelicans,38,44,0.463,4,0,2019-02-04
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-02-04
