Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,51,31,0.622,99,46,2018-12-10
E,AT,Boston Celtics,47,35,0.573,98,10,2018-12-10
E,AT,Philadelphia 76ers,46,36,0.561,97,6,2018-12-10
E,AT,Brooklyn Nets,36,46,0.439,19,0,2018-12-10
E,AT,New York Knicks,32,50,0.39,3,0,2018-12-10
E,CE,Milwaukee Bucks,50,32,0.61,99,29,2018-12-10
E,CE,Indiana Pacers,46,36,0.561,97,6,2018-12-10
E,CE,Detroit Pistons,41,41,0.5,72,0,2018-12-10
E,CE,Cleveland Cavaliers,30,52,0.366,1,0,2018-12-10
E,CE,Chicago Bulls,29,53,0.354,0,0,2018-12-10
E,SE,Charlotte Hornets,43,39,0.524,83,0,2018-12-10
E,SE,Miami Heat,39,43,0.476,49,0,2018-12-10
E,SE,Orlando Magic,39,43,0.476,47,0,2018-12-10
E,SE,Washington Wizards,37,45,0.451,28,0,2018-12-10
E,SE,Atlanta Hawks,30,52,0.366,0,0,2018-12-10
W,NW,Denver Nuggets,48,34,0.585,93,25,2018-12-10
W,NW,Oklahoma City Thunder,48,34,0.585,93,23,2018-12-10
W,NW,Portland Trail Blazers,44,38,0.537,64,3,2018-12-10
W,NW,Minnesota Timberwolves,41,41,0.5,33,0,2018-12-10
W,NW,Utah Jazz,41,41,0.5,34,0,2018-12-10
W,PA,Golden State Warriors,48,34,0.585,93,22,2018-12-10
W,PA,Los Angeles Clippers,46,36,0.561,83,10,2018-12-10
W,PA,Los Angeles Lakers,45,37,0.549,73,5,2018-12-10
W,PA,Sacramento Kings,41,41,0.5,35,0,2018-12-10
W,PA,Phoenix Suns,27,55,0.329,0,0,2018-12-10
W,SW,Memphis Grizzlies,44,38,0.537,64,3,2018-12-10
W,SW,Dallas Mavericks,42,40,0.512,48,1,2018-12-10
W,SW,New Orleans Pelicans,42,40,0.512,46,1,2018-12-10
W,SW,Houston Rockets,39,43,0.476,16,0,2018-12-10
W,SW,San Antonio Spurs,39,43,0.476,18,0,2018-12-10
