Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,55,27,0.671,100,22,2019-02-09
E,AT,Boston Celtics,50,32,0.61,99,0,2019-02-09
E,AT,Philadelphia 76ers,49,33,0.598,100,0,2019-02-09
E,AT,Brooklyn Nets,41,41,0.5,85,0,2019-02-09
E,AT,New York Knicks,22,60,0.268,0,0,2019-02-09
E,CE,Milwaukee Bucks,57,25,0.695,100,74,2019-02-09
E,CE,Indiana Pacers,51,31,0.622,100,1,2019-02-09
E,CE,Detroit Pistons,39,43,0.476,53,0,2019-02-09
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-02-09
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-02-09
E,SE,Charlotte Hornets,40,42,0.488,70,0,2019-02-09
E,SE,Miami Heat,39,43,0.476,59,0,2019-02-09
E,SE,Orlando Magic,36,46,0.439,14,0,2019-02-09
E,SE,Washington Wizards,36,46,0.439,16,0,2019-02-09
E,SE,Atlanta Hawks,31,51,0.378,0,0,2019-02-09
W,NW,Denver Nuggets,51,31,0.622,99,16,2019-02-09
W,NW,Oklahoma City Thunder,50,32,0.61,99,7,2019-02-09
W,NW,Portland Trail Blazers,47,35,0.573,96,1,2019-02-09
W,NW,Utah Jazz,46,36,0.561,86,0,2019-02-09
W,NW,Minnesota Timberwolves,38,44,0.463,4,0,2019-02-09
W,PA,Golden State Warriors,55,27,0.671,100,74,2019-02-09
W,PA,Los Angeles Clippers,43,39,0.524,59,0,2019-02-09
W,PA,Sacramento Kings,42,40,0.512,39,0,2019-02-09
W,PA,Los Angeles Lakers,41,41,0.5,25,0,2019-02-09
W,PA,Phoenix Suns,22,60,0.268,0,0,2019-02-09
W,SW,Houston Rockets,46,36,0.561,92,0,2019-02-09
W,SW,San Antonio Spurs,45,37,0.549,81,0,2019-02-09
W,SW,Dallas Mavericks,39,43,0.476,9,0,2019-02-09
W,SW,New Orleans Pelicans,38,44,0.463,5,0,2019-02-09
W,SW,Memphis Grizzlies,34,48,0.415,0,0,2019-02-09
