Rk,Season,Tm,Plyf,Lg,G,W,L,W/L%,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
930,1986-87,PHO,,NBA,82,36,46,.439,44.2,89.5,42.7,84.6,1.5,4.8,23.7,31.3,15.1,28.7,43.8,27.4,9.7,5.3,17.4,24.8,113.5
931,1986-87,SAS,,NBA,82,28,54,.341,45.2,89.1,43.9,84.5,1.3,4.6,21.8,28.8,13.4,30.0,43.4,29.0,8.5,5.6,17.3,22.5,113.4
932,1986-87,WSB,*,NBA,82,42,40,.512,43.0,90.9,41.7,86.5,1.3,4.4,20.2,26.6,16.3,30.3,46.5,26.1,8.5,6.7,17.5,23.6,107.3
933,1986-87,CHI,*,NBA,82,40,42,.488,40.7,84.3,39.3,80.2,1.4,4.1,21.1,27.5,12.5,28.3,40.8,24.7,7.1,6.0,15.5,22.5,103.9
934,1986-87,CLE,,NBA,82,31,51,.378,43.4,90.7,42.2,86.6,1.2,4.2,20.3,26.9,15.3,29.2,44.5,25.1,9.9,5.8,17.0,25.3,108.2
935,1986-87,NYK,,NBA,82,24,58,.293,42.7,87.1,41.5,82.7,1.1,4.4,23.5,30.9,16.2,29.9,46.1,26.2,9.3,4.9,17.3,23.8,110.0
936,1986-87,SEA,*,NBA,82,39,43,.476,42.9,89.4,41.7,85.4,1.1,4.0,26.4,34.4,15.1,27.8,42.9,24.7,8.9,5.0,16.4,24.7,113.3
937,1986-87,IND,*,NBA,82,41,41,.500,40.8,85.0,39.5,80.8,1.3,4.2,23.9,31.5,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.7
938,1986-87,GSW,*,NBA,82,42,40,.512,44.1,89.5,42.2,83.9,1.9,5.6,24.3,32.5,15.2,30.3,45.5,26.5,8.4,5.5,17.2,25.0,114.4
939,1986-87,DEN,*,NBA,82,37,45,.451,44.3,89.5,43.0,85.1,1.4,4.4,27.5,35.4,14.2,33.2,47.4,26.7,6.8,5.5,19.1,26.2,117.6
940,1986-87,LAC,,NBA,82,12,70,.146,45.8,88.5,44.5,84.6,1.3,3.9,22.9,30.7,14.5,32.2,46.7,29.5,9.8,6.5,18.7,24.6,115.9
941,1986-87,HOU,*,NBA,82,42,40,.512,40.8,88.1,39.6,83.8,1.2,4.3,23.0,29.5,14.2,28.8,43.1,25.9,8.8,4.5,16.7,23.4,105.9
942,1986-87,DET,*,NBA,82,52,30,.634,41.2,89.1,39.5,84.0,1.6,5.1,23.8,31.8,13.9,28.5,42.5,24.7,8.2,5.8,15.8,25.2,107.8
943,1986-87,LAL,*,NBA,82,65,17,.793,42.9,91.8,41.4,86.6,1.5,5.3,21.1,27.6,15.6,26.5,42.1,27.0,8.8,4.9,16.7,24.4,108.5
944,1986-87,DAL,*,NBA,82,55,27,.671,43.7,91.5,42.2,86.2,1.6,5.3,21.3,28.0,15.3,29.1,44.4,28.1,7.0,5.1,16.2,26.0,110.4
945,1985-86,NYK,,NBA,82,23,59,.280,38.9,81.4,38.1,78.0,0.8,3.3,25.6,33.5,14.2,31.5,45.8,24.5,8.5,5.4,19.9,24.6,104.3
946,1985-86,SEA,,NBA,82,31,51,.378,40.3,82.6,39.6,79.9,0.7,2.7,23.3,30.4,12.5,28.1,40.7,24.9,8.0,5.0,17.9,24.5,104.5
947,1985-86,IND,,NBA,82,26,56,.317,41.1,86.9,40.2,83.5,0.9,3.4,24.1,31.4,12.8,30.2,43.0,25.1,9.1,5.4,16.0,23.3,107.2
948,1985-86,GSW,,NBA,82,30,52,.366,47.1,90.6,46.3,87.8,0.8,2.8,21.8,29.3,14.3,30.7,45.0,28.4,8.4,5.4,18.1,25.2,116.9
949,1985-86,DEN,*,NBA,82,47,35,.573,44.4,90.3,43.6,87.1,0.7,3.2,24.0,32.8,15.8,33.3,49.1,25.7,7.8,5.9,21.2,25.8,113.5
950,1985-86,LAC,,NBA,82,32,50,.390,46.9,92.5,46.0,89.4,0.9,3.2,20.8,27.8,15.5,30.0,45.4,30.1,9.3,5.6,17.0,25.8,115.5
951,1985-86,HOU,*,NBA,82,51,31,.622,44.4,90.3,43.3,87.0,1.1,3.3,22.0,29.3,14.5,29.1,43.6,26.8,8.3,4.7,17.9,24.1,111.8
952,1985-86,DET,*,NBA,82,46,36,.561,44.1,89.8,43.3,86.7,0.9,3.1,23.9,31.6,14.4,31.0,45.3,25.4,8.1,6.1,18.2,24.1,113.0
953,1985-86,LAL,*,NBA,82,62,20,.756,43.6,90.9,43.0,87.8,0.6,3.0,21.7,28.9,13.5,27.1,40.6,27.3,9.7,4.4,16.2,24.3,109.5
954,1985-86,DAL,*,NBA,82,44,38,.537,47.1,93.8,46.0,90.0,1.1,3.8,18.8,25.0,14.9,30.1,45.0,29.0,7.5,5.2,15.6,26.8,114.2
955,1985-86,NJN,*,NBA,82,39,43,.476,42.7,86.9,41.6,83.0,1.2,3.9,24.5,32.0,12.6,28.9,41.5,24.6,9.5,4.8,18.6,24.4,111.1
956,1985-86,MIL,*,NBA,82,57,25,.695,40.1,85.9,38.9,81.9,1.2,4.0,24.1,32.6,14.3,28.4,42.6,23.8,7.7,4.8,19.9,26.1,105.5
957,1985-86,ATL,*,NBA,82,50,32,.610,41.0,86.3,39.9,82.8,1.1,3.5,23.2,30.6,14.7,28.4,43.1,23.7,8.5,4.5,18.2,26.0,106.2
958,1985-86,POR,*,NBA,82,40,42,.488,44.4,88.4,43.3,85.4,1.0,3.0,24.3,32.2,14.4,28.8,43.2,27.5,9.3,5.2,20.1,27.6,114.0
959,1985-86,PHI,*,NBA,82,54,28,.659,44.1,89.4,43.1,85.9,1.0,3.4,18.9,24.9,14.5,27.2,41.7,27.5,9.8,5.7,18.5,26.7,108.0
960,1985-86,BOS,*,NBA,82,67,15,.817,42.0,91.2,41.0,87.5,1.0,3.7,19.7,26.4,13.3,28.3,41.5,23.5,8.8,4.2,15.3,24.0,104.7
961,1985-86,SAC,*,NBA,82,37,45,.451,43.5,88.1,42.6,84.7,0.9,3.4,24.0,31.8,13.9,28.5,42.5,25.8,9.2,5.8,17.2,25.4,111.9
962,1985-86,UTA,*,NBA,82,42,40,.512,42.3,89.5,41.5,86.4,0.8,3.1,23.1,30.3,14.7,30.6,45.3,24.1,9.2,5.7,18.7,27.1,108.5
963,1985-86,PHO,,NBA,82,32,50,.390,43.5,89.1,42.4,85.7,1.1,3.4,24.9,32.8,13.9,27.6,41.5,26.2,10.3,5.7,18.5,27.0,113.0
964,1985-86,SAS,*,NBA,82,35,47,.427,44.3,89.8,43.1,85.9,1.2,3.9,23.4,30.4,14.1,28.1,42.2,27.7,9.8,5.5,18.5,25.7,113.1
965,1985-86,WSB,*,NBA,82,39,43,.476,41.9,89.8,41.0,86.6,0.9,3.2,20.1,26.6,15.2,31.6,46.8,24.6,8.7,5.5,16.7,23.3,104.8
966,1985-86,CHI,*,NBA,82,30,52,.366,43.9,87.0,43.1,84.2,0.9,2.8,24.4,32.0,13.5,28.8,42.3,26.5,8.1,6.0,15.8,24.4,113.1
967,1985-86,CLE,,NBA,82,29,53,.354,41.9,88.3,40.8,84.7,1.0,3.6,25.8,33.6,13.8,30.4,44.2,25.9,8.7,4.4,16.2,23.7,110.6
968,1984-85,MIL,*,NBA,82,59,23,.720,39.2,85.0,38.2,81.3,1.0,3.8,24.6,32.9,15.1,28.0,43.0,23.2,7.8,4.7,19.0,25.7,104.0
969,1984-85,ATL,,NBA,82,34,48,.415,42.7,88.6,42.2,86.0,0.6,2.6,22.0,29.1,16.2,29.4,45.6,25.5,8.2,4.5,18.1,24.0,108.1
970,1984-85,POR,*,NBA,82,42,40,.512,45.1,91.4,44.4,88.6,0.7,2.8,21.2,27.7,15.5,28.5,44.0,27.3,8.9,5.6,19.6,26.3,112.1
971,1984-85,PHI,*,NBA,82,58,24,.707,42.6,87.3,41.6,83.5,1.0,3.8,22.6,29.2,14.4,26.5,40.9,26.1,9.2,4.8,18.7,26.9,108.8
972,1984-85,BOS,*,NBA,82,63,19,.768,44.4,93.2,43.5,89.9,0.9,3.3,18.4,23.4,13.5,27.9,41.4,24.9,7.8,3.8,14.9,24.0,108.1
973,1984-85,KCK,,NBA,82,31,51,.378,46.4,91.0,45.6,87.8,0.8,3.2,23.9,31.0,14.2,27.6,41.9,28.6,9.3,6.2,17.4,26.9,117.5
974,1984-85,UTA,*,NBA,82,41,41,.500,43.1,92.7,42.2,89.3,0.9,3.4,22.1,29.0,16.6,32.3,48.8,25.2,9.8,5.4,19.6,25.3,109.1
975,1984-85,PHO,*,NBA,82,36,46,.439,44.0,89.1,43.2,86.4,0.8,2.7,21.4,28.0,13.7,29.5,43.2,26.6,9.4,5.0,17.9,24.6,110.1
976,1984-85,SAS,*,NBA,82,41,41,.500,44.4,89.6,43.6,86.7,0.9,3.0,24.1,31.1,13.9,27.6,41.5,27.8,9.1,5.8,18.2,26.3,113.9
977,1984-85,WSB,*,NBA,82,40,42,.488,42.6,87.5,41.8,84.7,0.8,2.8,19.8,26.5,13.6,32.6,46.2,24.2,7.7,4.8,17.9,22.4,105.8
978,1984-85,CHI,*,NBA,82,38,44,.463,42.9,87.9,41.8,84.4,1.1,3.6,22.6,29.2,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6
979,1984-85,CLE,*,NBA,82,36,46,.439,43.3,90.4,42.4,87.3,0.9,3.1,24.0,31.1,14.8,29.9,44.6,27.0,7.5,5.2,16.5,25.6,111.3
980,1984-85,NYK,,NBA,82,24,58,.293,40.6,82.1,39.8,79.3,0.8,2.8,27.8,36.7,14.9,29.3,44.1,26.1,8.1,5.4,19.4,24.9,109.8
981,1984-85,SEA,,NBA,82,31,51,.378,42.9,87.1,42.0,84.0,1.0,3.1,20.8,27.0,13.6,29.0,42.6,27.1,8.9,5.6,16.9,24.6,107.6
982,1984-85,IND,,NBA,82,22,60,.268,44.2,89.4,43.5,87.0,0.8,2.4,25.2,33.0,13.4,31.5,44.9,27.3,9.5,6.4,17.4,25.3,114.5
983,1984-85,GSW,,NBA,82,22,60,.268,46.8,87.4,46.1,84.7,0.7,2.7,23.4,30.9,13.4,30.7,44.2,28.5,7.9,5.7,19.3,26.6,117.7
984,1984-85,DEN,*,NBA,82,52,30,.634,46.0,90.0,45.3,86.9,0.8,3.1,24.7,32.3,14.4,32.0,46.5,26.3,8.2,7.2,21.3,26.6,117.6
985,1984-85,LAC,,NBA,82,31,51,.378,45.6,93.0,44.7,89.8,0.9,3.2,19.6,25.8,15.2,27.8,43.0,27.6,9.4,5.1,15.1,23.0,111.6
986,1984-85,HOU,*,NBA,82,48,34,.585,42.7,88.7,41.6,85.6,1.1,3.1,23.0,29.6,14.1,27.1,41.2,25.8,9.4,5.1,18.2,23.2,109.5
987,1984-85,DET,*,NBA,82,46,36,.561,45.1,90.9,44.2,87.9,1.0,3.0,22.3,29.3,13.5,31.3,44.8,25.7,7.8,6.2,18.1,24.6,113.5
988,1984-85,LAL,*,NBA,82,62,20,.756,44.7,93.2,43.7,89.5,1.0,3.6,20.5,27.4,15.2,25.3,40.6,28.2,9.2,4.5,16.6,23.2,110.9
989,1984-85,DAL,*,NBA,82,44,38,.537,44.2,87.8,43.0,83.9,1.2,3.9,19.4,25.4,13.0,30.1,43.1,25.8,7.0,5.2,16.3,25.2,109.0
990,1984-85,NJN,*,NBA,82,42,40,.512,42.9,85.9,41.9,82.7,1.0,3.2,22.5,29.9,13.2,29.3,42.5,24.1,8.3,4.3,18.2,23.6,109.2
991,1983-84,IND,,NBA,82,26,56,.317,43.3,87.5,43.0,85.7,0.4,1.8,22.3,29.5,14.6,31.3,45.8,25.8,9.3,5.4,19.4,23.5,109.3
992,1983-84,GSW,,NBA,82,37,45,.451,45.4,87.9,45.0,85.8,0.4,2.1,22.0,29.0,14.8,30.6,45.4,26.2,8.4,6.0,20.7,27.4,113.3
993,1983-84,DEN,*,NBA,82,38,44,.463,49.0,94.5,48.2,92.0,0.8,2.5,26.1,34.9,15.0,33.4,48.4,29.9,8.2,6.6,18.8,27.7,124.8
994,1983-84,SDC,,NBA,82,30,52,.366,46.0,90.3,45.3,88.0,0.6,2.3,21.3,27.2,13.6,26.4,39.9,28.9,8.9,5.6,15.1,24.9,114.0
995,1983-84,HOU,,NBA,82,29,53,.354,43.7,90.4,43.2,88.5,0.5,1.9,25.8,34.2,14.6,30.0,44.6,24.7,9.5,5.2,17.3,23.4,113.7
996,1983-84,DET,*,NBA,82,49,33,.598,44.6,89.9,44.0,87.4,0.6,2.5,23.7,31.4,14.2,30.0,44.1,26.7,7.6,6.4,18.0,26.7,113.5
997,1983-84,LAL,*,NBA,82,54,28,.659,44.8,92.7,44.0,90.0,0.8,2.7,21.5,28.6,15.3,26.3,41.5,27.6,9.7,4.6,17.6,24.1,111.8
998,1983-84,DAL,*,NBA,82,43,39,.524,44.3,88.8,43.5,86.1,0.8,2.7,20.6,26.8,14.4,28.6,43.0,26.0,7.7,5.1,16.9,27.0,110.0
999,1983-84,NJN,*,NBA,82,45,37,.549,41.7,85.0,41.1,82.8,0.6,2.2,24.8,32.6,13.4,28.1,41.5,23.3,9.5,5.1,20.4,26.4,108.9
1000,1983-84,MIL,*,NBA,82,50,32,.610,39.1,85.8,38.6,83.3,0.5,2.5,22.8,30.4,15.3,27.3,42.5,23.9,8.0,3.9,17.1,25.5,101.5
1001,1983-84,ATL,*,NBA,82,40,42,.488,40.0,83.5,39.5,81.2,0.5,2.3,22.4,29.0,14.5,29.4,43.9,24.7,7.1,5.2,17.2,25.5,102.8
1002,1983-84,POR,*,NBA,82,48,34,.585,43.5,84.7,42.8,82.1,0.7,2.5,21.9,28.9,12.9,26.6,39.6,25.8,7.9,5.4,19.9,26.6,109.6
1003,1983-84,PHI,*,NBA,82,52,30,.634,41.8,87.0,41.2,84.5,0.6,2.5,21.4,28.9,15.1,27.3,42.3,25.1,9.8,5.9,19.0,27.3,105.6
1004,1983-84,BOS,*,NBA,82,62,20,.756,42.2,89.9,41.4,87.2,0.9,2.7,20.2,26.1,13.4,27.2,40.6,23.9,8.6,4.0,16.2,25.5,105.6
1005,1983-84,KCK,*,NBA,82,38,44,.463,43.9,87.4,43.5,85.4,0.4,2.0,23.3,30.6,13.7,29.1,42.8,25.7,8.0,6.0,19.3,26.7,111.5
1006,1983-84,UTA,*,NBA,82,45,37,.549,45.7,96.0,45.1,93.5,0.6,2.5,21.9,29.4,17.8,30.0,47.8,27.3,9.1,5.7,17.5,26.8,113.8
1007,1983-84,PHO,*,NBA,82,41,41,.500,42.8,86.1,42.1,83.4,0.7,2.7,23.9,31.0,13.0,28.5,41.4,25.1,8.2,3.6,18.0,24.9,110.1
1008,1983-84,SAS,,NBA,82,37,45,.451,48.7,96.5,48.1,93.8,0.6,2.6,22.4,29.6,15.8,29.9,45.7,30.7,8.0,5.7,17.4,26.7,120.5
1009,1983-84,WSB,*,NBA,82,35,47,.427,42.3,86.4,41.8,84.3,0.5,2.1,20.6,27.0,12.6,29.0,41.7,24.9,8.6,6.0,15.6,24.6,105.6
1010,1983-84,CHI,,NBA,82,27,55,.329,42.7,86.4,42.3,84.1,0.5,2.2,23.0,30.1,13.7,29.1,42.8,27.3,9.6,6.3,18.5,25.7,108.9
1011,1983-84,CLE,,NBA,82,28,54,.341,41.1,84.5,40.5,82.2,0.6,2.3,23.6,31.0,12.0,29.3,41.3,26.1,7.1,4.8,14.9,23.2,106.5
1012,1983-84,NYK,*,NBA,82,47,35,.573,39.8,81.5,39.1,79.2,0.6,2.3,22.9,30.2,12.7,26.5,39.2,25.0,8.8,4.8,20.5,26.8,103.0
1013,1983-84,SEA,*,NBA,82,42,40,.512,43.7,89.5,43.1,86.7,0.7,2.8,20.2,26.4,14.2,29.3,43.5,27.8,8.1,4.7,16.2,25.6,108.3
1014,1982-83,CHI,,NBA,82,28,54,.341,46.5,94.0,46.0,91.9,0.6,2.1,22.3,29.7,14.6,30.0,44.5,27.2,10.3,7.7,17.8,27.6,115.9
1015,1982-83,CLE,,NBA,82,23,59,.280,41.2,84.3,40.8,82.5,0.4,1.8,21.7,29.2,11.9,29.0,40.9,24.5,7.6,5.3,15.5,22.3,104.6
1016,1982-83,NYK,*,NBA,82,44,38,.537,38.2,80.4,37.7,78.4,0.5,2.0,20.7,27.6,13.1,28.5,41.6,22.8,8.5,4.9,20.5,25.8,97.5
1017,1982-83,SEA,*,NBA,82,48,34,.585,43.2,93.9,42.6,91.5,0.6,2.4,19.7,26.6,16.0,29.2,45.3,26.2,8.9,4.4,17.6,26.2,106.8
1018,1982-83,IND,,NBA,82,20,62,.244,46.0,88.8,45.5,87.1,0.5,1.7,22.1,29.4,14.7,31.3,46.0,27.3,9.3,5.4,20.0,23.0,114.5
1019,1982-83,GSW,,NBA,82,30,52,.366,45.2,88.5,44.7,86.5,0.5,2.0,21.4,29.2,15.2,30.4,45.7,26.5,9.2,6.0,20.6,24.7,112.3
1020,1982-83,DEN,*,NBA,82,45,37,.549,50.0,99.0,49.1,95.9,0.9,3.1,21.8,29.2,16.7,32.9,49.6,29.1,8.9,7.5,20.0,28.7,122.6
1021,1982-83,SDC,,NBA,82,25,57,.305,44.5,84.3,44.1,82.7,0.4,1.6,23.9,32.0,13.4,28.8,42.2,25.7,9.6,6.3,21.0,23.9,113.4
1022,1982-83,HOU,,NBA,82,14,68,.171,44.4,88.3,44.0,86.8,0.4,1.5,21.7,29.0,14.6,33.0,47.7,27.5,9.4,5.0,18.3,23.6,110.9
1023,1982-83,DET,,NBA,82,37,45,.451,46.4,93.6,46.1,91.4,0.3,2.2,20.1,27.9,15.4,31.6,47.1,27.5,9.3,6.8,19.3,28.4,113.1
1024,1982-83,LAL,*,NBA,82,58,24,.707,45.5,92.9,44.9,90.3,0.7,2.6,17.7,24.5,15.8,26.4,42.2,29.1,9.3,4.6,19.0,22.7,109.5
1025,1982-83,DAL,,NBA,82,38,44,.463,45.8,91.2,45.2,88.8,0.6,2.5,20.8,28.6,14.8,29.7,44.5,27.9,7.4,6.9,16.9,27.2,113.1
1026,1982-83,NJN,*,NBA,82,49,33,.598,40.6,84.9,40.0,82.4,0.5,2.5,21.3,28.9,13.4,26.5,40.0,24.1,10.5,6.0,22.8,26.0,103.0
1027,1982-83,MIL,*,NBA,82,51,31,.622,40.7,89.2,40.2,86.7,0.5,2.5,20.3,27.4,15.9,28.6,44.5,24.9,7.6,3.7,18.6,26.2,102.2
1028,1982-83,ATL,*,NBA,82,43,39,.524,41.3,87.8,40.8,85.8,0.5,2.0,19.6,27.3,15.9,31.4,47.2,23.5,8.0,4.7,17.9,24.2,102.6
1029,1982-83,POR,*,NBA,82,46,36,.561,42.7,87.9,42.0,85.6,0.7,2.3,19.2,25.0,13.7,28.8,42.6,25.3,8.0,6.1,18.9,27.2,105.3
1030,1982-83,PHI,*,NBA,82,65,17,.793,42.0,91.1,41.3,88.1,0.7,3.0,19.8,27.5,16.2,27.6,43.8,25.5,9.2,6.2,19.4,27.4,104.4
1031,1982-83,BOS,*,NBA,82,56,26,.683,42.4,90.3,41.8,88.1,0.6,2.2,21.3,28.1,14.5,29.2,43.6,24.7,8.5,4.1,19.6,26.1,106.7
1032,1982-83,KCK,,NBA,82,45,37,.549,43.1,88.4,42.6,86.1,0.5,2.3,25.7,35.2,15.2,29.3,44.5,24.4,9.9,5.4,20.9,27.4,112.3
1033,1982-83,UTA,,NBA,82,30,52,.366,46.3,96.7,45.7,94.3,0.6,2.4,20.1,27.9,17.5,32.6,50.1,26.9,10.1,5.5,19.5,25.6,113.2
1034,1982-83,PHO,*,NBA,82,53,29,.646,40.3,88.6,39.8,86.2,0.5,2.4,20.8,27.7,14.8,28.4,43.1,24.2,8.7,4.2,19.0,24.9,102.0
1035,1982-83,SAS,*,NBA,82,53,29,.646,44.6,91.8,43.9,89.4,0.6,2.5,20.9,27.3,14.1,27.6,41.7,28.4,8.0,5.6,17.4,26.8,110.7
1036,1982-83,WSB,,NBA,82,42,40,.512,40.2,85.9,39.8,83.9,0.5,2.0,18.4,25.4,13.6,30.7,44.2,22.8,8.5,6.8,18.8,24.1,99.3
1037,1981-82,MIL,*,NBA,82,55,27,.671,40.2,86.2,39.5,83.4,0.7,2.7,21.8,30.1,14.3,26.3,40.6,24.6,8.8,4.3,18.8,26.7,102.9
1038,1981-82,ATL,*,NBA,82,42,40,.512,38.4,81.8,37.9,79.5,0.6,2.3,23.1,30.3,13.8,29.1,43.0,22.8,7.0,5.3,17.6,26.6,100.5
1039,1981-82,POR,,NBA,82,42,40,.512,44.4,88.9,43.7,86.4,0.7,2.5,19.9,26.2,14.9,28.9,43.8,25.8,8.6,5.2,17.7,26.1,109.2
1040,1981-82,PHI,*,NBA,82,58,24,.707,41.1,86.4,40.4,83.8,0.7,2.6,22.6,30.4,15.7,28.6,44.3,24.0,8.6,5.7,19.7,27.0,105.5
1041,1981-82,BOS,*,NBA,82,63,19,.768,42.6,90.6,42.1,88.1,0.5,2.5,20.0,26.5,14.5,27.4,42.0,24.0,8.3,4.5,17.5,27.3,105.6
1042,1981-82,KCK,,NBA,82,30,52,.366,42.6,85.2,42.0,83.2,0.6,1.9,24.5,32.4,14.3,31.1,45.4,22.6,8.6,5.5,19.6,26.0,110.2
1043,1981-82,UTA,,NBA,82,25,57,.305,46.8,91.8,46.1,89.4,0.6,2.4,22.4,30.1,15.3,31.7,47.0,26.2,8.1,5.1,17.2,25.0,116.6
1044,1981-82,PHO,*,NBA,82,46,36,.561,40.9,87.6,40.2,85.2,0.6,2.4,20.4,27.0,14.1,28.9,43.0,23.8,9.5,4.4,17.0,25.2,102.7
1045,1981-82,SAS,*,NBA,82,48,34,.585,43.5,90.1,42.8,87.6,0.7,2.4,23.1,30.5,14.0,29.7,43.7,24.8,7.5,5.2,16.5,26.6,110.8
1046,1981-82,WSB,*,NBA,82,43,39,.524,41.0,88.2,40.5,85.9,0.5,2.2,20.1,27.3,13.5,30.7,44.2,23.0,7.6,6.6,16.2,23.3,102.6
1047,1981-82,CHI,,NBA,82,34,48,.415,44.6,90.1,43.9,87.7,0.7,2.4,18.7,25.0,13.8,27.1,41.0,24.9,9.8,5.7,15.3,27.1,108.6
1048,1981-82,CLE,,NBA,82,15,67,.183,44.0,85.9,43.5,84.3,0.5,1.6,23.2,30.8,13.7,30.8,44.6,26.5,8.0,5.9,17.1,25.3,111.7
1049,1981-82,NYK,,NBA,82,33,49,.402,43.2,85.6,42.6,83.5,0.6,2.0,21.9,28.9,13.7,28.9,42.6,25.5,8.6,4.4,17.8,24.6,108.9
1050,1981-82,SEA,*,NBA,82,52,30,.634,41.6,90.3,41.0,87.9,0.6,2.5,19.3,26.6,15.1,29.5,44.6,24.3,8.0,3.8,17.1,26.2,103.1
1051,1981-82,GSW,,NBA,82,45,37,.549,43.4,88.4,42.9,86.3,0.5,2.1,22.6,30.1,13.6,29.4,42.9,25.4,8.1,4.8,16.7,26.3,109.8
1052,1981-82,DEN,*,NBA,82,46,36,.561,52.0,99.3,51.2,96.5,0.8,2.8,21.1,28.7,16.6,30.0,46.5,30.7,9.1,6.9,18.0,29.9,126.0
1053,1981-82,SDC,,NBA,82,17,65,.207,45.6,86.6,45.2,84.9,0.4,1.8,24.2,32.3,12.6,27.8,40.4,26.0,9.4,5.9,16.3,25.9,115.9
1054,1981-82,HOU,*,NBA,82,46,36,.561,43.5,87.6,42.9,85.1,0.6,2.5,18.3,24.5,14.3,28.1,42.4,26.0,8.3,4.3,16.4,25.0,105.9
1055,1981-82,DET,,NBA,82,39,43,.476,45.7,89.8,45.2,87.6,0.5,2.1,20.1,27.0,14.1,29.7,43.8,26.7,9.5,7.1,20.0,29.1,112.0
1056,1981-82,LAL,*,NBA,82,57,25,.695,45.7,93.6,44.7,91.0,1.0,2.6,17.5,24.5,15.5,27.5,43.0,28.3,8.8,5.3,18.1,24.4,109.8
1057,1981-82,DAL,,NBA,82,28,54,.341,43.0,84.8,42.7,83.1,0.4,1.7,22.5,30.4,13.5,28.8,42.3,24.2,7.8,6.2,16.7,27.4,109.0
1058,1981-82,IND,,NBA,82,35,47,.427,42.3,86.1,41.9,83.9,0.4,2.2,19.0,26.0,14.7,31.7,46.4,25.0,8.3,4.8,18.5,24.6,104.0
1059,1981-82,NJN,*,NBA,82,44,38,.537,40.8,84.6,40.1,82.3,0.7,2.3,23.7,31.7,13.9,28.6,42.5,23.5,10.1,6.6,22.1,26.4,106.0
1060,1980-81,GSW,,NBA,82,39,43,.476,44.3,87.9,43.8,85.9,0.5,2.0,22.0,29.4,13.9,27.0,40.8,27.1,8.7,4.7,16.9,25.5,111.0
1061,1980-81,DEN,,NBA,82,37,45,.451,49.5,97.8,49.0,95.8,0.5,2.0,22.7,30.6,16.1,32.7,48.8,30.8,8.6,6.7,19.0,29.1,122.3
1062,1980-81,SDC,,NBA,82,36,46,.439,42.8,84.8,42.4,82.9,0.4,1.9,22.2,29.7,13.3,29.0,42.3,25.6,8.3,4.8,18.9,24.5,108.1
1063,1980-81,HOU,*,NBA,82,40,42,.488,44.1,89.5,43.5,87.4,0.6,2.1,19.1,25.7,14.4,28.9,43.2,26.7,8.4,4.5,17.4,24.1,107.9
1064,1980-81,DET,,NBA,82,21,61,.256,42.7,83.8,42.3,82.2,0.4,1.5,20.3,27.0,13.3,29.2,42.5,24.8,9.7,7.1,21.9,25.5,106.0
1065,1980-81,LAL,*,NBA,82,54,28,.659,43.7,93.9,43.2,91.7,0.5,2.2,19.5,26.3,16.8,27.7,44.5,27.8,9.2,4.4,18.0,22.8,107.3
1066,1980-81,DAL,,NBA,82,15,67,.183,44.2,86.1,43.7,84.4,0.4,1.7,21.1,28.0,14.3,30.5,44.8,25.6,8.7,5.9,17.5,26.7,109.9
1067,1980-81,IND,*,NBA,82,44,38,.537,42.2,86.2,41.7,84.0,0.5,2.2,21.4,27.9,15.2,29.4,44.5,25.8,8.5,5.4,20.2,25.2,106.2
1068,1980-81,NJN,,NBA,82,24,58,.293,44.0,87.3,43.7,85.7,0.3,1.6,24.5,32.5,12.9,30.5,43.4,26.1,9.9,6.1,20.0,25.5,113.0
1069,1980-81,MIL,*,NBA,82,60,22,.732,40.4,88.0,40.0,85.6,0.4,2.4,24.7,32.9,15.4,26.9,42.4,24.8,9.0,4.9,20.4,25.0,105.9
1070,1980-81,ATL,,NBA,82,31,51,.378,41.5,83.7,41.1,81.9,0.4,1.9,24.7,32.2,14.7,28.3,43.0,23.6,9.1,6.8,20.5,26.9,108.0
1071,1980-81,POR,*,NBA,82,45,37,.549,43.7,89.6,43.3,87.8,0.4,1.8,22.0,29.0,15.2,29.5,44.7,25.7,9.8,5.1,19.2,23.6,109.8
1072,1980-81,PHI,*,NBA,82,62,20,.756,40.3,89.5,39.7,87.0,0.6,2.4,22.6,30.3,15.7,27.9,43.6,24.8,10.0,4.6,20.0,24.9,103.8
1073,1980-81,BOS,*,NBA,82,62,20,.756,41.1,89.0,40.8,87.3,0.4,1.7,21.4,27.8,14.5,26.5,41.0,23.0,9.0,4.3,18.0,25.1,104.0
1074,1980-81,KCK,*,NBA,82,40,42,.488,41.8,86.8,41.4,84.9,0.4,1.9,23.0,30.5,13.9,30.6,44.5,22.6,8.7,4.7,18.5,24.6,106.9
1075,1980-81,UTA,,NBA,82,28,54,.341,41.8,85.6,41.3,83.8,0.5,1.8,22.9,30.1,14.1,29.8,43.8,24.2,7.3,5.0,15.9,22.6,107.1
1076,1980-81,PHO,*,NBA,82,57,25,.695,41.1,88.1,40.2,85.5,0.8,2.5,21.5,29.1,14.1,27.9,42.0,24.0,11.1,4.9,21.4,25.8,104.5
